 

stn;time;tre200y0
NEU;1864;8.3
NEU;1865;9.9
NEU;1866;10.0
NEU;1867;9.3
NEU;1868;10.5
NEU;1869;9.5
NEU;1870;8.8
NEU;1871;8.2
NEU;1872;10.0
NEU;1873;9.6
NEU;1874;9.2
NEU;1875;9.2
NEU;1876;9.5
NEU;1877;9.6
NEU;1878;8.9
NEU;1879;7.6
NEU;1880;9.4
NEU;1881;9.2
NEU;1882;9.1
NEU;1883;9.0
NEU;1884;9.7
NEU;1885;9.3
NEU;1886;9.2
NEU;1887;8.0
NEU;1888;8.2
NEU;1889;8.2
NEU;1890;8.1
NEU;1891;8.2
NEU;1892;9.2
NEU;1893;9.9
NEU;1894;9.3
NEU;1895;8.9
NEU;1896;8.5
NEU;1897;9.5
NEU;1898;10.0
NEU;1899;10.0
NEU;1900;10.1
NEU;1901;8.8
NEU;1902;8.9
NEU;1903;9.1
NEU;1904;10.0
NEU;1905;9.1
NEU;1906;9.6
NEU;1907;8.9
NEU;1908;8.5
NEU;1909;8.3
NEU;1910;8.8
NEU;1911;10.1
NEU;1912;8.7
NEU;1913;9.3
NEU;1914;8.7
NEU;1915;9.0
NEU;1916;9.1
NEU;1917;8.2
NEU;1918;9.1
NEU;1919;8.8
NEU;1920;9.7
NEU;1921;10.2
NEU;1922;8.7
NEU;1923;9.7
NEU;1924;8.6
NEU;1925;9.2
NEU;1926;9.6
NEU;1927;9.3
NEU;1928;10.1
NEU;1929;9.0
NEU;1930;9.7
NEU;1931;8.5
NEU;1932;8.8
NEU;1933;8.7
NEU;1934;10.0
NEU;1935;9.1
NEU;1936;9.4
NEU;1937;9.5
NEU;1938;9.2
NEU;1939;8.7
NEU;1940;8.3
NEU;1941;8.5
NEU;1942;8.9
NEU;1943;10.3
NEU;1944;9.3
NEU;1945;10.1
NEU;1946;9.6
NEU;1947;10.6
NEU;1948;9.9
NEU;1949;10.4
NEU;1950;9.9
NEU;1951;9.5
NEU;1952;9.8
NEU;1953;9.4
NEU;1954;9.0
NEU;1955;9.1
NEU;1956;8.0
NEU;1957;9.4
NEU;1958;9.5
NEU;1959;10.3
NEU;1960;9.5
NEU;1961;10.5
NEU;1962;8.9
NEU;1963;8.3
NEU;1964;9.7
NEU;1965;8.7
NEU;1966;9.9
NEU;1967;9.8
NEU;1968;9.5
NEU;1969;9.1
NEU;1970;9.1
NEU;1971;9.4
NEU;1972;9.0
NEU;1973;9.2
NEU;1974;9.8
NEU;1975;9.6
NEU;1976;9.8
NEU;1977;9.7
NEU;1978;8.7
NEU;1979;9.4
NEU;1980;8.7
NEU;1981;9.4
NEU;1982;10.1
NEU;1983;10.1
NEU;1984;9.3
NEU;1985;9.3
NEU;1986;9.5
NEU;1987;9.5
NEU;1988;10.2
NEU;1989;10.6
NEU;1990;11.0
NEU;1991;10.2
NEU;1992;10.8
NEU;1993;10.3
NEU;1994;11.6
NEU;1995;10.3
NEU;1996;9.4
NEU;1997;10.4
NEU;1998;10.4
NEU;1999;10.3
NEU;2000;11.0
NEU;2001;10.4
NEU;2002;10.9
NEU;2003;11.0
NEU;2004;10.3
NEU;2005;10.0
NEU;2006;10.7
NEU;2007;10.8
NEU;2008;10.3
NEU;2009;10.8
NEU;2010;9.8
NEU;2011;11.3
NEU;2012;10.6
NEU;2013;10.0
NEU;2014;11.3
NEU;2015;11.5
NEU;2016;10.8
NEU;2017;11.2
NEU;2018;11.8
NEU;2019;11.3
NEU;2020;11.7
