 

stn;time;rs1000y0
ZWE;1901;0
ZWE;1902;0
ZWE;1903;0
ZWE;1904;0
ZWE;1905;0
ZWE;1906;0
ZWE;1907;0
ZWE;1908;0
ZWE;1909;0
ZWE;1910;0
ZWE;1911;0
ZWE;1912;0
ZWE;1913;0
ZWE;1914;0
ZWE;1915;0
ZWE;1916;0
ZWE;1917;0
ZWE;1918;0
ZWE;1919;0
ZWE;1920;0
ZWE;1921;0
ZWE;1922;0
ZWE;1923;0
ZWE;1924;0
ZWE;1925;0
ZWE;1926;0
ZWE;1927;0
ZWE;1928;0
ZWE;1929;0
ZWE;1930;0
ZWE;1931;0
ZWE;1932;0
ZWE;1933;0
ZWE;1934;0
ZWE;1935;0
ZWE;1936;0
ZWE;1937;0
ZWE;1938;0
ZWE;1939;0
ZWE;1940;0
ZWE;1941;0
ZWE;1942;0
ZWE;1943;0
ZWE;1944;0
ZWE;1945;0
ZWE;1946;0
ZWE;1947;0
ZWE;1948;0
ZWE;1949;0
ZWE;1950;0
ZWE;1951;0
ZWE;1952;0
ZWE;1953;0
ZWE;1954;0
ZWE;1955;0
ZWE;1956;0
ZWE;1957;0
ZWE;1958;0
ZWE;1959;0
ZWE;1960;0
ZWE;1961;0
ZWE;1962;0
ZWE;1963;0
ZWE;1964;0
ZWE;1965;0
ZWE;1966;0
ZWE;1967;0
ZWE;1968;0
ZWE;1969;0
ZWE;1970;0
ZWE;1971;0
ZWE;1972;0
ZWE;1973;0
ZWE;1974;0
ZWE;1975;0
ZWE;1976;0
ZWE;1977;0
ZWE;1978;0
ZWE;1979;0
ZWE;1980;0
ZWE;1981;0
ZWE;1982;0
ZWE;1983;0
ZWE;1984;0
ZWE;1985;0
ZWE;1986;0
ZWE;1987;0
ZWE;1988;0
ZWE;1989;0
ZWE;1990;1
ZWE;1991;0
ZWE;1992;0
ZWE;1993;0
ZWE;1994;0
ZWE;1995;0
ZWE;1996;0
ZWE;1997;0
ZWE;1998;0
ZWE;1999;0
ZWE;2000;0
ZWE;2001;0
ZWE;2002;0
ZWE;2003;0
ZWE;2004;0
ZWE;2005;0
ZWE;2006;0
ZWE;2007;0
ZWE;2008;0
ZWE;2009;0
ZWE;2010;0
ZWE;2011;0
ZWE;2012;0
ZWE;2013;0
ZWE;2014;0
ZWE;2015;0
ZWE;2016;0
ZWE;2017;0
ZWE;2018;0
ZWE;2019;0
ZWE;2020;0
