 

stn;time;hns000mx
MUE;196701;42
MUE;196702;11
MUE;196703;95
MUE;196704;26
MUE;196705;18
MUE;196706;0
MUE;196707;0
MUE;196708;0
MUE;196709;0
MUE;196710;6
MUE;196711;8
MUE;196712;35
MUE;196801;76
MUE;196802;22
MUE;196803;84
MUE;196804;18
MUE;196805;26
MUE;196806;0
MUE;196807;0
MUE;196808;0
MUE;196809;0
MUE;196810;0
MUE;196811;20
MUE;196812;39
MUE;196901;12
MUE;196902;15
MUE;196903;13
MUE;196904;42
MUE;196905;0
MUE;196906;12
MUE;196907;0
MUE;196908;0
MUE;196909;0
MUE;196910;2
MUE;196911;12
MUE;196912;31
MUE;197001;33
MUE;197002;48
MUE;197003;55
MUE;197004;37
MUE;197005;40
MUE;197006;0
MUE;197007;0
MUE;197008;0
MUE;197009;0
MUE;197010;17
MUE;197011;19
MUE;197012;8
MUE;197101;8
MUE;197102;21
MUE;197103;43
MUE;197104;5
MUE;197105;5
MUE;197106;0
MUE;197107;0
MUE;197108;0
MUE;197109;0
MUE;197110;0
MUE;197111;36
MUE;197112;34
MUE;197201;11
MUE;197202;16
MUE;197203;11
MUE;197204;28
MUE;197205;14
MUE;197206;21
MUE;197207;0
MUE;197208;0
MUE;197209;2
MUE;197210;48
MUE;197211;23
MUE;197212;5
MUE;197301;34
MUE;197302;30
MUE;197303;19
MUE;197304;40
MUE;197305;19
MUE;197306;13
MUE;197307;0
MUE;197308;0
MUE;197309;0
MUE;197310;6
MUE;197311;22
MUE;197312;35
MUE;197401;35
MUE;197402;64
MUE;197403;13
MUE;197404;15
MUE;197405;14
MUE;197406;7
MUE;197407;0
MUE;197408;0
MUE;197409;18
MUE;197410;60
MUE;197411;55
MUE;197412;30
MUE;197501;18
MUE;197502;28
MUE;197503;29
MUE;197504;45
MUE;197505;21
MUE;197506;5
MUE;197507;0
MUE;197508;0
MUE;197509;0
MUE;197510;29
MUE;197511;35
MUE;197512;10
MUE;197601;23
MUE;197602;17
MUE;197603;9
MUE;197604;59
MUE;197605;1
MUE;197606;0
MUE;197607;0
MUE;197608;0
MUE;197609;0
MUE;197610;0
MUE;197611;25
MUE;197612;42
MUE;197701;26
MUE;197702;18
MUE;197703;17
MUE;197704;28
MUE;197705;15
MUE;197706;0
MUE;197707;0
MUE;197708;0
MUE;197709;1
MUE;197710;1
MUE;197711;24
MUE;197712;24
MUE;197801;32
MUE;197802;40
MUE;197803;40
MUE;197804;21
MUE;197805;10
MUE;197806;6
MUE;197807;0
MUE;197808;2
MUE;197809;5
MUE;197810;33
MUE;197811;15
MUE;197812;14
MUE;197901;14
MUE;197902;14
MUE;197903;44
MUE;197904;22
MUE;197905;10
MUE;197906;11
MUE;197907;0
MUE;197908;0
MUE;197909;3
MUE;197910;2
MUE;197911;31
MUE;197912;45
MUE;198001;12
MUE;198002;13
MUE;198003;20
MUE;198004;18
MUE;198005;2
MUE;198006;12
MUE;198007;0
MUE;198008;0
MUE;198009;0
MUE;198010;27
MUE;198011;14
MUE;198012;30
MUE;198101;45
MUE;198102;36
MUE;198103;23
MUE;198104;25
MUE;198105;12
MUE;198106;1
MUE;198107;12
MUE;198108;0
MUE;198109;2
MUE;198110;28
MUE;198111;80
MUE;198112;20
MUE;198201;70
MUE;198202;7
MUE;198203;40
MUE;198204;26
MUE;198205;12
MUE;198206;0
MUE;198207;0
MUE;198208;0
MUE;198209;0
MUE;198210;17
MUE;198211;30
MUE;198212;23
MUE;198301;25
MUE;198302;18
MUE;198303;24
MUE;198304;23
MUE;198305;27
MUE;198306;0
MUE;198307;0
MUE;198308;0
MUE;198309;0
MUE;198310;5
MUE;198311;30
MUE;198312;17
MUE;198401;29
MUE;198402;50
MUE;198403;18
MUE;198404;23
MUE;198405;11
MUE;198406;10
MUE;198407;0
MUE;198408;0
MUE;198409;5
MUE;198410;0
MUE;198411;15
MUE;198412;23
MUE;198501;18
MUE;198502;38
MUE;198503;15
MUE;198504;13
MUE;198505;18
MUE;198506;2
MUE;198507;0
MUE;198508;0
MUE;198509;0
MUE;198510;0
MUE;198511;12
MUE;198512;14
MUE;198601;31
MUE;198602;13
MUE;198603;25
MUE;198604;43
MUE;198605;30
MUE;198606;11
MUE;198607;0
MUE;198608;3
MUE;198609;0
MUE;198610;7
MUE;198611;28
MUE;198612;35
MUE;198701;25
MUE;198702;29
MUE;198703;16
MUE;198704;41
MUE;198705;32
MUE;198706;0
MUE;198707;0
MUE;198708;0
MUE;198709;0
MUE;198710;0
MUE;198711;23
MUE;198712;2
MUE;198801;20
MUE;198802;27
MUE;198803;22
MUE;198804;16
MUE;198805;0
MUE;198806;2
MUE;198807;0
MUE;198808;0
