 

stn;time;tre200dn
TGAMR;20160204;0.6
TGAMR;20160205;0.9
TGAMR;20160206;-2.1
TGAMR;20160207;1.1
TGAMR;20160208;0.7
TGAMR;20160209;2.0
TGAMR;20160210;0.6
TGAMR;20160211;0.1
TGAMR;20160212;-0.2
TGAMR;20160213;1.6
TGAMR;20160214;2.7
TGAMR;20160215;1.2
TGAMR;20160216;1.1
TGAMR;20160217;0.3
TGAMR;20160218;0.3
TGAMR;20160219;-0.5
TGAMR;20160220;-1.3
TGAMR;20160221;6.7
TGAMR;20160222;5.4
TGAMR;20160223;-0.8
TGAMR;20160224;-1.3
TGAMR;20160225;0.0
TGAMR;20160226;-
TGAMR;20160227;-3.1
TGAMR;20160228;0.9
TGAMR;20160229;0.1
TGAMR;20160301;-0.5
TGAMR;20160302;0.4
TGAMR;20160303;-1.6
TGAMR;20160304;-1.8
TGAMR;20160305;0.2
TGAMR;20160306;-0.9
TGAMR;20160307;-1.7
TGAMR;20160308;-1.1
TGAMR;20160309;-2.0
TGAMR;20160310;-3.0
TGAMR;20160311;-1.1
TGAMR;20160312;2.7
TGAMR;20160313;3.2
TGAMR;20160314;-0.6
TGAMR;20160315;-2.3
TGAMR;20160316;0.4
TGAMR;20160317;-1.4
TGAMR;20160318;-1.4
TGAMR;20160319;-0.6
TGAMR;20160320;2.1
TGAMR;20160321;0.7
TGAMR;20160322;-0.3
TGAMR;20160323;0.6
TGAMR;20160324;2.3
TGAMR;20160325;4.5
TGAMR;20160326;3.8
TGAMR;20160327;0.6
TGAMR;20160328;0.3
TGAMR;20160329;6.7
TGAMR;20160330;7.2
TGAMR;20160331;5.0
TGAMR;20160401;7.5
TGAMR;20160402;7.3
TGAMR;20160403;8.3
TGAMR;20160404;9.0
TGAMR;20160405;7.6
TGAMR;20160406;7.6
TGAMR;20160407;5.7
TGAMR;20160408;3.4
TGAMR;20160409;4.8
TGAMR;20160410;5.2
TGAMR;20160411;2.9
TGAMR;20160412;6.2
TGAMR;20160413;6.9
TGAMR;20160414;6.6
TGAMR;20160415;6.8
TGAMR;20160416;6.2
TGAMR;20160417;5.6
TGAMR;20160418;2.3
TGAMR;20160419;3.5
TGAMR;20160420;1.4
TGAMR;20160421;3.0
TGAMR;20160422;8.6
TGAMR;20160423;3.2
