 

stn;time;fu3010m1
DLZUG;197101;140.4
DLZUG;197102;111.6
DLZUG;197103;180.0
DLZUG;197104;115.2
DLZUG;197105;75.6
DLZUG;197106;151.2
DLZUG;197107;93.6
DLZUG;197108;118.8
DLZUG;197109;108.0
DLZUG;197110;108.0
DLZUG;197111;176.4
DLZUG;197112;154.8
DLZUG;197201;111.6
DLZUG;197202;158.4
DLZUG;197203;183.6
DLZUG;197204;129.6
DLZUG;197205;147.6
DLZUG;197206;90.0
DLZUG;197207;97.2
DLZUG;197208;104.4
DLZUG;197209;108.0
DLZUG;197210;126.0
DLZUG;197211;212.4
DLZUG;197212;183.6
DLZUG;197301;136.8
DLZUG;197302;140.4
DLZUG;197303;115.2
DLZUG;197304;133.2
DLZUG;197305;169.2
DLZUG;197306;118.8
DLZUG;197307;122.4
DLZUG;197308;93.6
DLZUG;197309;115.2
DLZUG;197310;158.4
DLZUG;197311;176.4
DLZUG;197312;216.0
DLZUG;197401;154.8
DLZUG;197402;176.4
DLZUG;197403;129.6
DLZUG;197404;90.0
DLZUG;197405;154.8
DLZUG;197406;118.8
DLZUG;197407;154.8
DLZUG;197408;108.0
DLZUG;197409;165.6
DLZUG;197410;183.6
DLZUG;197411;180.0
DLZUG;197412;187.2
DLZUG;197501;147.6
DLZUG;197502;140.4
DLZUG;197503;118.8
DLZUG;197504;133.2
DLZUG;197505;115.2
DLZUG;197506;140.4
DLZUG;197507;169.2
DLZUG;197508;90.0
DLZUG;197509;187.2
DLZUG;197510;100.8
DLZUG;197511;154.8
DLZUG;197512;136.8
DLZUG;197601;180.0
DLZUG;197602;108.0
DLZUG;197603;126.0
DLZUG;197604;126.0
DLZUG;197605;169.2
DLZUG;197606;140.4
DLZUG;197607;93.6
DLZUG;197608;115.2
DLZUG;197609;133.2
DLZUG;197610;162.0
DLZUG;197611;208.8
DLZUG;197612;208.8
DLZUG;197701;180.0
DLZUG;197702;198.0
DLZUG;197703;180.0
DLZUG;197704;169.2
DLZUG;197705;158.4
DLZUG;197706;133.2
DLZUG;197707;118.8
DLZUG;197708;133.2
DLZUG;197709;104.4
DLZUG;197710;144.0
DLZUG;197711;223.2
DLZUG;197712;183.6
DLZUG;197801;198.0
DLZUG;197802;165.6
DLZUG;197803;183.6
DLZUG;197804;108.0
DLZUG;197805;140.4
DLZUG;197806;136.8
DLZUG;197807;133.2
DLZUG;197808;118.8
DLZUG;197809;165.6
DLZUG;197810;108.0
DLZUG;197811;93.6
DLZUG;197812;226.8
DLZUG;197901;198.0
DLZUG;197902;194.4
DLZUG;197903;205.2
DLZUG;197904;154.8
DLZUG;197905;154.8
DLZUG;197906;115.2
DLZUG;197907;169.2
DLZUG;197908;136.8
DLZUG;197909;111.6
DLZUG;197910;194.4
DLZUG;197911;198.0
DLZUG;197912;223.2
DLZUG;198001;169.2
DLZUG;198002;172.8
DLZUG;198003;140.4
DLZUG;198004;140.4
DLZUG;198005;90.0
DLZUG;198006;133.2
DLZUG;198007;129.6
DLZUG;198008;129.6
DLZUG;198009;158.4
DLZUG;198010;190.8
DLZUG;198011;180.0
DLZUG;198012;165.6
DLZUG;198101;198.0
DLZUG;198102;176.4
DLZUG;198103;212.4
DLZUG;198104;136.8
DLZUG;198105;122.4
DLZUG;198106;162.0
DLZUG;198107;133.2
DLZUG;198108;108.0
DLZUG;198109;162.0
DLZUG;198110;212.4
DLZUG;198111;151.2
DLZUG;198112;237.6
DLZUG;198201;176.4
DLZUG;198202;104.4
DLZUG;198203;147.6
DLZUG;198204;154.8
DLZUG;198205;108.0
DLZUG;198206;140.4
DLZUG;198207;122.4
DLZUG;198208;144.0
DLZUG;198209;151.2
DLZUG;198210;205.2
DLZUG;198211;208.8
DLZUG;198212;187.2
DLZUG;198301;216.0
DLZUG;198302;187.2
DLZUG;198303;162.0
DLZUG;198304;194.4
DLZUG;198305;212.4
DLZUG;198306;111.6
DLZUG;198307;154.8
DLZUG;198308;122.4
DLZUG;198309;169.2
DLZUG;198310;183.6
DLZUG;198311;223.2
DLZUG;198312;219.6
DLZUG;198401;216.0
DLZUG;198402;201.6
DLZUG;198403;172.8
DLZUG;198404;133.2
DLZUG;198405;169.2
DLZUG;198406;129.6
DLZUG;198407;158.4
DLZUG;198408;100.8
DLZUG;198409;162.0
DLZUG;198410;205.2
DLZUG;198411;216.0
DLZUG;198412;162.0
DLZUG;198501;162.0
DLZUG;198502;183.6
DLZUG;198503;158.4
DLZUG;198504;162.0
DLZUG;198505;194.4
DLZUG;198506;334.8
DLZUG;198507;140.4
DLZUG;198508;144.0
DLZUG;198509;140.4
DLZUG;198510;144.0
DLZUG;198511;226.8
DLZUG;198512;183.6
DLZUG;198601;207.0
DLZUG;198602;144.4
DLZUG;198603;178.2
DLZUG;198604;133.2
DLZUG;198605;108.0
DLZUG;198606;137.2
DLZUG;198607;120.6
DLZUG;198608;127.8
DLZUG;198609;122.4
DLZUG;198610;200.2
DLZUG;198611;116.6
DLZUG;198612;212.8
DLZUG;198701;157.7
DLZUG;198702;139.0
DLZUG;198703;164.9
DLZUG;198704;214.9
DLZUG;198705;103.7
DLZUG;198706;127.8
DLZUG;198707;120.6
