 

stn;time;rsd700y0
LFB;1914;0
LFB;1915;0
LFB;1916;0
LFB;1917;0
LFB;1918;0
LFB;1919;0
LFB;1920;0
LFB;1921;0
LFB;1922;0
LFB;1923;0
LFB;1924;0
LFB;1925;0
LFB;1926;0
LFB;1927;0
LFB;1928;0
LFB;1929;0
LFB;1930;0
LFB;1931;0
LFB;1932;0
LFB;1933;0
LFB;1934;0
LFB;1935;0
LFB;1936;0
LFB;1937;0
LFB;1938;0
LFB;1939;0
LFB;1940;0
LFB;1941;0
LFB;1942;0
LFB;1943;0
LFB;1944;0
LFB;1945;1
LFB;1946;0
LFB;1947;0
LFB;1948;0
LFB;1949;0
LFB;1950;0
LFB;1951;0
LFB;1952;0
LFB;1953;0
LFB;1954;0
LFB;1955;0
LFB;1956;0
LFB;1957;1
LFB;1958;0
LFB;1959;0
LFB;1960;0
LFB;1961;0
LFB;1962;0
LFB;1963;0
LFB;1964;0
LFB;1965;0
LFB;1966;0
LFB;1967;0
LFB;1968;1
LFB;1969;0
LFB;1970;0
LFB;1971;0
LFB;1972;0
LFB;1973;0
LFB;1974;0
LFB;1975;0
LFB;1976;0
LFB;1977;0
LFB;1978;0
LFB;1979;1
LFB;1980;0
LFB;1981;0
LFB;1982;0
LFB;1983;0
LFB;1984;0
LFB;1985;0
LFB;1986;0
LFB;1987;0
LFB;1988;0
LFB;1989;0
LFB;1990;0
LFB;1991;0
LFB;1992;0
LFB;1993;0
LFB;1994;0
LFB;1995;0
LFB;1996;0
LFB;1997;0
LFB;1998;0
LFB;1999;0
LFB;2000;1
LFB;2001;0
LFB;2002;0
LFB;2003;0
LFB;2004;0
LFB;2005;0
LFB;2006;0
LFB;2007;0
LFB;2008;0
LFB;2009;1
LFB;2010;0
LFB;2011;0
LFB;2012;0
LFB;2013;0
LFB;2014;0
LFB;2015;0
LFB;2016;0
LFB;2017;0
LFB;2018;0
LFB;2019;0
LFB;2020;0
