 

stn;time;hns000y0
HEI;1959;112
HEI;1960;192
HEI;1961;132
HEI;1962;371
HEI;1963;243
HEI;1964;268
HEI;1965;394
HEI;1966;342
HEI;1967;287
HEI;1968;441
HEI;1969;345
HEI;1970;450
HEI;1971;197
HEI;1972;107
HEI;1973;340
HEI;1974;230
HEI;1975;154
HEI;1976;194
HEI;1977;218
HEI;1978;268
HEI;1979;322
HEI;1980;287
HEI;1981;445
HEI;1982;196
HEI;1983;317
HEI;1984;217
HEI;1985;327
HEI;1986;316
HEI;1987;209
HEI;1988;318
HEI;1989;32
HEI;1990;113
HEI;1991;131
HEI;1992;104
HEI;1993;158
HEI;1994;113
HEI;1995;280
