 

stn;time;fklnd3m0
GRO;201211;0
GRO;201212;0
GRO;201301;0
GRO;201302;0
GRO;201303;0
GRO;201304;0
GRO;201305;0
GRO;201306;0
GRO;201307;0
GRO;201308;0
GRO;201309;0
GRO;201310;0
GRO;201311;0
GRO;201312;0
GRO;201401;0
GRO;201402;0
GRO;201403;0
GRO;201404;0
GRO;201405;0
GRO;201406;0
GRO;201407;0
GRO;201408;0
GRO;201409;0
GRO;201410;0
GRO;201411;0
GRO;201412;0
GRO;201501;0
GRO;201502;0
GRO;201503;0
GRO;201504;0
GRO;201505;0
GRO;201506;0
GRO;201507;0
GRO;201508;0
GRO;201509;0
GRO;201510;0
GRO;201511;0
GRO;201512;0
GRO;201601;0
GRO;201602;0
GRO;201603;0
GRO;201604;0
GRO;201605;0
GRO;201606;0
GRO;201607;0
GRO;201608;0
GRO;201609;0
GRO;201610;0
GRO;201611;0
GRO;201612;0
GRO;201701;0
GRO;201702;0
GRO;201703;0
GRO;201704;0
GRO;201705;0
GRO;201706;0
GRO;201707;0
GRO;201708;0
GRO;201709;0
GRO;201710;0
GRO;201711;0
GRO;201712;0
GRO;201801;0
GRO;201802;0
GRO;201803;0
GRO;201804;0
GRO;201805;0
GRO;201806;0
GRO;201807;0
GRO;201808;0
GRO;201809;0
GRO;201810;0
GRO;201811;0
GRO;201812;0
GRO;201901;0
GRO;201902;0
GRO;201903;0
GRO;201904;0
GRO;201905;0
GRO;201906;0
GRO;201907;0
GRO;201908;0
GRO;201909;0
GRO;201910;0
GRO;201911;0
GRO;201912;0
GRO;202001;0
GRO;202002;0
GRO;202003;0
GRO;202004;0
GRO;202005;0
GRO;202006;0
GRO;202007;0
GRO;202008;0
GRO;202009;0
GRO;202010;0
GRO;202011;0
GRO;202012;0
GRO;202101;0
GRO;202102;0
GRO;202103;0
