 

stn;time;tre200dn
DIA;20010218;-10.8
DIA;20010219;-
DIA;20010220;-
DIA;20010221;-
DIA;20010222;-9.5
DIA;20010223;-12.0
DIA;20010224;-20.0
DIA;20010225;-
DIA;20010226;-22.0
DIA;20010227;-17.2
DIA;20010228;-
DIA;20010301;-17.3
DIA;20010302;-
DIA;20010303;-
DIA;20010304;-
DIA;20010305;-8.6
DIA;20010306;-6.3
DIA;20010307;-1.8
DIA;20010308;-
DIA;20010309;-9.2
DIA;20010310;-8.0
DIA;20010311;-4.0
DIA;20010312;-
DIA;20010313;-
DIA;20010314;-8.7
DIA;20010315;-2.9
DIA;20010316;-4.3
DIA;20010317;-7.4
DIA;20010318;-9.3
DIA;20010319;-
DIA;20010320;-7.6
DIA;20010321;-5.4
DIA;20010322;-7.4
DIA;20010323;-6.2
DIA;20010324;-2.6
DIA;20010325;-6.9
DIA;20010326;-9.3
DIA;20010327;-9.6
DIA;20010328;-9.4
DIA;20010329;-12.0
DIA;20010330;-
DIA;20010331;-8.8
DIA;20010401;-3.8
DIA;20010402;-0.8
DIA;20010403;-5.4
DIA;20010404;-11.6
DIA;20010405;-
DIA;20010406;-
DIA;20010407;-
DIA;20010408;-
DIA;20010409;-
DIA;20010410;-
DIA;20010411;-7.8
DIA;20010412;-
DIA;20010413;-
DIA;20010414;-
DIA;20010415;-10.4
DIA;20010416;-11.5
DIA;20010417;-13.6
DIA;20010418;-
DIA;20010419;-
DIA;20010420;-17.0
DIA;20010421;-
DIA;20010422;-15.1
DIA;20010423;-
DIA;20010424;-
DIA;20010425;-10.0
DIA;20010426;-10.4
DIA;20010427;-6.2
DIA;20010428;-
DIA;20010429;-4.5
DIA;20010430;-4.5
DIA;20010501;-3.3
DIA;20010502;-3.3
DIA;20010503;-
DIA;20010504;-
DIA;20010505;-4.3
DIA;20010506;-4.4
DIA;20010507;-3.3
DIA;20010508;-1.2
DIA;20010509;-1.4
DIA;20010510;-1.3
DIA;20010511;-2.3
DIA;20010512;-1.6
DIA;20010513;-1.1
DIA;20010514;-1.6
DIA;20010515;-2.9
DIA;20010516;-2.9
DIA;20010517;-2.3
DIA;20010518;-8.0
DIA;20010519;-5.3
DIA;20010520;-0.2
DIA;20010521;-1.1
DIA;20010522;0.0
DIA;20010523;0.1
DIA;20010524;-
DIA;20010525;-0.5
DIA;20010526;-0.3
DIA;20010527;1.9
DIA;20010528;2.3
DIA;20010529;5.0
DIA;20010530;3.4
DIA;20010531;-
DIA;20010601;-
DIA;20010602;-
DIA;20010603;-
DIA;20010604;-
DIA;20010605;-
DIA;20010606;-
DIA;20010607;-
DIA;20010608;-
DIA;20010609;-0.9
DIA;20010610;-
DIA;20010611;-
DIA;20010612;-
DIA;20010613;-
DIA;20010614;-3.8
DIA;20010615;-0.7
DIA;20010616;-2.9
DIA;20010617;-4.2
DIA;20010618;-5.1
DIA;20010619;-5.2
DIA;20010620;-0.7
DIA;20010621;1.7
DIA;20010622;0.7
DIA;20010623;0.9
DIA;20010624;3.9
DIA;20010625;4.4
DIA;20010626;7.1
DIA;20010627;1.5
DIA;20010628;0.1
DIA;20010629;0.6
DIA;20010630;2.7
DIA;20010701;0.7
DIA;20010702;3.8
DIA;20010703;4.5
DIA;20010704;4.0
DIA;20010705;5.6
DIA;20010706;4.7
DIA;20010707;-
DIA;20010708;-0.2
DIA;20010709;-0.1
DIA;20010710;2.0
DIA;20010711;-1.0
DIA;20010712;-
DIA;20010713;-
