 

stn;time;rre150y0
GOE;1989;813.0
GOE;1990;988.5
GOE;1991;788.8
GOE;1992;995.2
GOE;1993;1062.5
GOE;1994;1134.3
GOE;1995;1159.3
GOE;1996;848.2
GOE;1997;799.3
GOE;1998;1032.6
GOE;1999;1276.0
GOE;2000;885.2
GOE;2001;1267.8
GOE;2002;1094.2
GOE;2003;734.2
GOE;2004;983.5
GOE;2005;838.2
GOE;2006;1174.9
GOE;2007;1160.1
GOE;2008;1095.4
GOE;2009;911.6
GOE;2010;923.0
GOE;2011;877.4
GOE;2012;1099.0
GOE;2013;1045.0
GOE;2014;898.6
GOE;2015;784.3
GOE;2016;1149.3
GOE;2017;1007.7
GOE;2018;780.9
GOE;2019;865.6
GOE;2020;949.6
