 

stn;time;rti150yx
SHA;1900;19001205
SHA;1901;19010912
SHA;1902;19020517
SHA;1903;19030819
SHA;1904;19040527
SHA;1905;19050919
SHA;1906;19060519
SHA;1907;19070815
SHA;1908;19080622
SHA;1909;19090711
SHA;1910;19100118
SHA;1911;19110923
SHA;1912;19120706
SHA;1913;19130627
SHA;1914;19140816
SHA;1915;19151105
SHA;1916;19160609
SHA;1917;19170820
SHA;1918;19180910
SHA;1919;19191223
SHA;1920;19200111
SHA;1921;19210628
SHA;1922;19220203
SHA;1923;19231226
SHA;1924;19240429
SHA;1925;19250709
SHA;1926;19260926
SHA;1927;19270519
SHA;1928;19280930
SHA;1929;19290818
SHA;1930;19300706
SHA;1931;19311025
SHA;1932;19320720
SHA;1933;19330621
SHA;1934;19340909
SHA;1935;19351217
SHA;1936;19360706
SHA;1937;19370626
SHA;1938;19380613
SHA;1939;19390805
SHA;1940;19401007
SHA;1941;19410804
SHA;1942;19420710
SHA;1943;19431113
SHA;1944;19441107
SHA;1945;19450808
SHA;1946;19460601
SHA;1947;19471228
SHA;1948;19480114
SHA;1949;19490512
SHA;1950;19501125
SHA;1951;19510115
SHA;1952;19521025
SHA;1953;19530625
SHA;1954;19540821
SHA;1955;19550517
SHA;1956;19560810
SHA;1957;19570710
SHA;1958;19580819
SHA;1959;19590808
SHA;1960;19600613
SHA;1961;19610714
SHA;1962;19620101
SHA;1963;19630607
SHA;1964;19640829
SHA;1965;19650604
SHA;1966;19660803
SHA;1967;19670910
SHA;1968;19680921
SHA;1969;19690826
SHA;1970;19700208
SHA;1971;19710514
SHA;1972;19720629
SHA;1973;19730803
SHA;1974;19740718
SHA;1975;19750623
SHA;1976;19760726
SHA;1977;19770709
SHA;1978;19780807
SHA;1979;19791115
SHA;1980;19800815
SHA;1981;19811215
SHA;1982;19820723
SHA;1983;19831126
SHA;1984;19840726
SHA;1985;19850806
SHA;1986;19860409
SHA;1987;19870701
SHA;1988;19881204
SHA;1989;19890823
SHA;1990;19900214
SHA;1991;19910911
SHA;1992;19920624
SHA;1993;19930705
SHA;1994;19940518
SHA;1995;19951116
SHA;1996;19960621
SHA;1997;19971011
SHA;1998;19981103
SHA;1999;19990429
SHA;2000;20000920
SHA;2001;20010105
SHA;2002;20020319
SHA;2003;20031007
SHA;2004;20040113
SHA;2005;20050821
SHA;2006;20060409
SHA;2007;20070604
SHA;2008;20080913
SHA;2009;20090714
SHA;2010;20100617
SHA;2011;20110707
SHA;2012;20120831
SHA;2013;20130502
SHA;2014;20141115
SHA;2015;20151120
SHA;2016;20160624
SHA;2017;20170425
SHA;2018;20180706
SHA;2019;20190610
SHA;2020;20200830
