 

stn;time;fklnd3m0
MMWAA;201501;3
MMWAA;201502;0
MMWAA;201503;3
MMWAA;201504;1
MMWAA;201505;0
MMWAA;201506;0
MMWAA;201507;1
MMWAA;201508;0
MMWAA;201509;0
MMWAA;201510;0
MMWAA;201511;0
MMWAA;201512;0
MMWAA;201601;0
MMWAA;201602;2
MMWAA;201603;0
MMWAA;201604;0
MMWAA;201605;0
MMWAA;201606;0
MMWAA;201607;0
MMWAA;201608;0
MMWAA;201609;0
MMWAA;201610;0
MMWAA;201611;2
MMWAA;201612;0
MMWAA;201701;0
MMWAA;201702;1
MMWAA;201703;2
MMWAA;201704;0
MMWAA;201705;0
MMWAA;201706;0
MMWAA;201707;0
MMWAA;201708;0
MMWAA;201709;0
MMWAA;201710;1
MMWAA;201711;0
MMWAA;201712;1
MMWAA;201801;3
MMWAA;201802;1
MMWAA;201803;2
