 

stn;time;rs1000y0
POT;1937;0
POT;1938;1
POT;1939;0
POT;1940;2
POT;1941;0
POT;1942;0
POT;1943;0
POT;1944;0
POT;1945;2
POT;1946;0
POT;1947;1
POT;1948;1
POT;1949;0
POT;1950;0
POT;1951;2
POT;1952;0
POT;1953;1
POT;1954;1
POT;1955;1
POT;1956;2
POT;1957;2
POT;1958;0
POT;1959;1
POT;1960;2
POT;1961;0
POT;1962;0
POT;1963;3
POT;1964;0
POT;1965;1
POT;1966;3
POT;1967;0
POT;1968;1
POT;1969;1
POT;1970;1
POT;1971;2
POT;1972;1
POT;1973;2
POT;1974;0
POT;1975;0
POT;1976;3
POT;1977;4
POT;1978;3
POT;1979;3
POT;1980;0
POT;1981;1
POT;1982;2
POT;1983;0
POT;1984;0
POT;1985;0
POT;1986;0
POT;1987;2
POT;1988;0
POT;1989;1
POT;1990;2
POT;1991;2
POT;1992;0
POT;1993;3
POT;1994;2
POT;1995;3
POT;1996;0
POT;1997;1
POT;1998;1
POT;1999;0
POT;2000;2
POT;2001;1
POT;2002;6
POT;2003;1
POT;2004;0
POT;2005;0
POT;2006;0
POT;2007;1
POT;2008;1
POT;2009;1
POT;2010;1
POT;2011;1
POT;2012;0
POT;2013;1
POT;2014;3
POT;2015;0
POT;2016;1
POT;2017;0
POT;2018;0
POT;2019;0
POT;2020;3
