 

stn;time;rhs150m0
CHD;187901;73.0
CHD;187902;115.0
CHD;187903;25.6
CHD;187904;103.2
CHD;187905;96.2
CHD;187906;128.4
CHD;187907;232.0
CHD;187908;125.4
CHD;187909;92.8
CHD;187910;100.2
CHD;187911;97.5
CHD;187912;49.4
CHD;188001;19.6
CHD;188002;25.0
CHD;188003;13.3
CHD;188004;72.0
CHD;188005;50.4
CHD;188006;133.6
CHD;188007;89.4
CHD;188008;160.6
CHD;188009;103.2
CHD;188010;244.0
CHD;188011;78.5
CHD;188012;126.9
CHD;188101;108.0
CHD;188102;90.0
CHD;188103;96.0
CHD;188104;99.2
CHD;188105;114.4
CHD;188106;138.5
CHD;188107;105.5
CHD;188108;201.5
CHD;188109;114.7
CHD;188110;83.9
CHD;188111;28.1
CHD;188112;56.8
CHD;188201;20.6
CHD;188202;33.0
CHD;188203;53.5
CHD;188204;76.1
CHD;188205;120.6
CHD;188206;172.9
CHD;188207;126.0
CHD;188208;140.9
CHD;188209;212.9
CHD;188210;135.6
CHD;188211;203.1
CHD;188212;169.3
CHD;188301;54.6
CHD;188302;32.9
CHD;188303;68.0
CHD;188304;17.9
CHD;188305;79.7
CHD;188306;118.7
CHD;188307;206.0
CHD;188308;79.9
CHD;188309;145.6
CHD;188310;161.3
CHD;188311;95.3
CHD;188312;88.7
CHD;188401;47.1
CHD;188402;55.5
CHD;188403;8.9
CHD;188404;49.5
CHD;188405;103.4
CHD;188406;95.8
CHD;188407;167.6
CHD;188408;107.8
CHD;188409;135.0
CHD;188410;62.3
CHD;188411;26.1
CHD;188412;112.7
CHD;188501;12.9
CHD;188502;119.3
CHD;188503;65.2
CHD;188504;58.5
CHD;188505;144.3
CHD;188506;86.4
CHD;188507;72.3
CHD;188508;111.0
CHD;188509;209.9
CHD;188510;201.3
CHD;188511;71.9
CHD;188512;74.1
CHD;188601;57.0
CHD;188602;46.4
CHD;188603;82.7
CHD;188604;73.1
CHD;188605;36.9
CHD;188606;129.7
CHD;188607;140.0
CHD;188608;134.0
CHD;188609;58.8
CHD;188610;138.0
CHD;188611;69.7
CHD;188612;158.8
CHD;188701;21.7
CHD;188702;5.9
CHD;188703;134.3
CHD;188704;35.0
CHD;188705;127.5
CHD;188706;58.0
CHD;188707;95.0
CHD;188708;211.0
CHD;188709;77.0
