 

stn;time;rre150m0
TGWIG;201509;20.8
TGWIG;201510;23.6
TGWIG;201511;40.6
TGWIG;201512;9.4
TGWIG;201601;109.6
TGWIG;201602;45.0
TGWIG;201603;23.8
TGWIG;201604;63.6
TGWIG;201605;111.8
TGWIG;201606;87.0
TGWIG;201607;136.2
TGWIG;201608;69.8
TGWIG;201609;21.0
TGWIG;201610;42.8
TGWIG;201611;70.0
TGWIG;201612;0.4
TGWIG;201701;28.8
TGWIG;201702;29.8
TGWIG;201703;-
TGWIG;201704;108.8
TGWIG;201705;48.8
TGWIG;201706;46.2
TGWIG;201707;109.0
TGWIG;201708;85.8
TGWIG;201709;68.2
TGWIG;201710;31.4
TGWIG;201711;68.6
TGWIG;201712;60.0
TGWIG;201801;95.0
TGWIG;201802;34.2
TGWIG;201803;38.4
TGWIG;201804;8.0
TGWIG;201805;55.0
TGWIG;201806;47.2
TGWIG;201807;39.8
TGWIG;201808;94.0
TGWIG;201809;44.6
TGWIG;201810;37.0
TGWIG;201811;1.6
TGWIG;201812;83.6
TGWIG;201901;32.0
TGWIG;201902;23.2
TGWIG;201903;39.4
TGWIG;201904;22.6
TGWIG;201905;113.2
TGWIG;201906;100.6
TGWIG;201907;61.2
TGWIG;201908;103.2
TGWIG;201909;58.2
TGWIG;201910;101.8
