 

stn;time;hto000y0
DEM;1961;0
DEM;1962;0
DEM;1963;0
DEM;1964;0
DEM;1965;0
DEM;1966;0
DEM;1967;0
DEM;1968;0
DEM;1969;1
DEM;1970;0
DEM;1971;0
DEM;1972;0
DEM;1973;0
DEM;1974;0
DEM;1975;0
DEM;1976;0
DEM;1977;0
DEM;1978;0
DEM;1979;0
DEM;1980;0
DEM;1981;0
DEM;1982;0
DEM;1983;0
DEM;1984;0
DEM;1985;1
DEM;1986;2
DEM;1987;1
DEM;1988;0
DEM;1989;0
DEM;1990;0
DEM;1991;0
DEM;1992;0
DEM;1993;0
DEM;1994;0
DEM;1995;0
DEM;1996;0
DEM;1997;0
DEM;1998;0
DEM;1999;0
DEM;2000;0
DEM;2001;0
DEM;2002;0
DEM;2003;0
DEM;2004;1
DEM;2005;1
DEM;2006;1
