 

stn;time;fu3010m1
THU;201301;53.6
THU;201302;58.7
THU;201303;73.1
THU;201304;86.8
THU;201305;65.2
THU;201306;85.7
THU;201307;45.0
THU;201308;57.6
THU;201309;95.4
THU;201310;60.8
THU;201311;68.0
THU;201312;64.4
THU;201401;73.4
THU;201402;96.8
THU;201403;48.6
THU;201404;53.6
THU;201405;102.6
THU;201406;79.9
THU;201407;51.5
THU;201408;86.4
THU;201409;46.8
THU;201410;98.6
THU;201411;28.1
THU;201412;45.7
THU;201501;90.7
THU;201502;38.2
THU;201503;91.4
THU;201504;66.2
THU;201505;61.9
THU;201506;67.7
THU;201507;66.6
THU;201508;66.6
THU;201509;59.4
THU;201510;47.5
THU;201511;72.7
THU;201512;25.9
THU;201601;90.7
THU;201602;125.6
THU;201603;87.8
THU;201604;53.6
THU;201605;72.0
THU;201606;73.1
THU;201607;53.3
THU;201608;46.4
THU;201609;42.1
THU;201610;42.5
THU;201611;48.6
THU;201612;38.9
THU;201701;78.1
THU;201702;96.5
THU;201703;87.8
THU;201704;59.8
THU;201705;73.8
THU;201706;65.9
THU;201707;55.1
THU;201708;86.0
THU;201709;94.7
THU;201710;56.2
THU;201711;73.4
THU;201712;86.8
THU;201801;126.4
THU;201802;61.6
THU;201803;59.4
THU;201804;66.6
THU;201805;82.8
THU;201806;53.3
THU;201807;54.4
THU;201808;54.7
THU;201809;71.3
THU;201810;51.1
THU;201811;34.2
THU;201812;95.4
THU;201901;77.4
THU;201902;97.9
THU;201903;111.2
THU;201904;63.4
THU;201905;71.3
THU;201906;50.8
THU;201907;94.0
THU;201908;81.7
THU;201909;72.7
THU;201910;53.6
THU;201911;68.8
THU;201912;104.0
THU;202001;109.8
THU;202002;129.2
THU;202003;96.8
THU;202004;51.8
THU;202005;55.4
THU;202006;62.6
THU;202007;47.9
THU;202008;57.2
THU;202009;55.4
THU;202010;56.9
THU;202011;59.8
THU;202012;74.2
THU;202101;75.6
THU;202102;74.5
THU;202103;94.3
