 

stn;time;tnd00xy0
IYMMR;1967;27
IYMMR;1968;34
IYMMR;1969;40
IYMMR;1970;31
IYMMR;1971;21
IYMMR;1972;22
IYMMR;1973;19
IYMMR;1974;10
IYMMR;1975;8
IYMMR;1976;28
IYMMR;1977;19
IYMMR;1978;18
IYMMR;1979;20
IYMMR;1980;26
IYMMR;1981;36
IYMMR;1982;14
IYMMR;1983;26
IYMMR;1984;31
IYMMR;1985;42
IYMMR;1986;51
IYMMR;1987;38
IYMMR;1988;26
IYMMR;1989;4
IYMMR;1990;22
IYMMR;1991;27
IYMMR;1992;12
IYMMR;1993;33
IYMMR;1994;17
IYMMR;1995;35
IYMMR;1996;38
IYMMR;1997;13
IYMMR;1998;28
IYMMR;1999;44
IYMMR;2000;22
IYMMR;2001;40
IYMMR;2002;9
IYMMR;2003;35
IYMMR;2004;45
IYMMR;2005;63
IYMMR;2006;37
IYMMR;2007;17
IYMMR;2008;34
IYMMR;2009;41
IYMMR;2010;65
IYMMR;2011;18
IYMMR;2012;32
IYMMR;2013;30
IYMMR;2014;12
IYMMR;2015;17
IYMMR;2016;12
IYMMR;2017;30
IYMMR;2018;29
