 

stn;time;rs1000y0
HOY;1973;0
HOY;1974;0
HOY;1975;0
HOY;1976;0
HOY;1977;1
HOY;1978;1
HOY;1979;0
HOY;1980;0
HOY;1981;0
HOY;1982;0
HOY;1983;0
HOY;1984;1
HOY;1985;0
HOY;1986;0
HOY;1987;1
HOY;1988;0
HOY;1989;2
HOY;1990;1
HOY;1991;0
HOY;1992;0
HOY;1993;0
HOY;1994;0
HOY;1995;0
HOY;1996;0
HOY;1997;0
HOY;1998;0
HOY;1999;1
HOY;2000;0
HOY;2001;0
HOY;2002;0
HOY;2003;0
HOY;2004;0
HOY;2005;1
HOY;2006;0
HOY;2007;0
HOY;2008;0
HOY;2009;0
HOY;2010;0
HOY;2011;0
HOY;2012;0
HOY;2013;0
HOY;2014;0
HOY;2015;1
HOY;2016;0
HOY;2017;1
HOY;2018;0
HOY;2019;0
HOY;2020;0
