 

stn;time;rre150y0
SAI;1918;1087.3
SAI;1919;964.7
SAI;1920;900.9
SAI;1921;711.5
SAI;1922;1415.4
SAI;1923;1271.9
SAI;1924;1022.7
SAI;1925;1171.6
SAI;1926;1055.5
SAI;1927;1438.8
SAI;1928;1104.7
SAI;1929;1020.5
SAI;1930;1388.7
SAI;1931;1260.2
SAI;1932;1115.4
SAI;1933;1041.0
SAI;1934;939.9
SAI;1935;1394.5
SAI;1936;1366.2
SAI;1937;1434.2
SAI;1938;1265.6
SAI;1939;1790.7
SAI;1940;1447.8
SAI;1941;1239.7
SAI;1942;1151.2
SAI;1943;1009.8
SAI;1944;1364.4
SAI;1945;1238.5
SAI;1946;1419.3
SAI;1947;1298.0
SAI;1948;1580.3
SAI;1949;1027.6
SAI;1950;1695.5
SAI;1951;1596.4
SAI;1952;1565.0
SAI;1953;1051.2
SAI;1954;1398.8
SAI;1955;1316.5
SAI;1956;1484.1
SAI;1957;1462.5
SAI;1958;1434.9
SAI;1959;1238.9
SAI;1960;1320.8
SAI;1961;1292.9
SAI;1962;1204.3
SAI;1963;1296.5
SAI;1964;1068.5
SAI;1965;1730.5
SAI;1966;1689.2
SAI;1967;1271.3
SAI;1968;1604.3
SAI;1969;1425.9
SAI;1970;1757.9
SAI;1971;973.5
SAI;1972;1037.3
SAI;1973;1488.2
SAI;1974;1359.9
SAI;1975;1380.4
SAI;1976;1083.9
SAI;1977;1804.9
SAI;1978;1413.1
SAI;1979;1575.6
SAI;1980;1560.5
SAI;1981;1744.2
SAI;1982;1752.1
SAI;1983;1733.1
SAI;1984;1532.2
SAI;1985;1407.8
SAI;1986;1733.8
SAI;1987;1608.6
SAI;1988;1806.1
SAI;1989;1239.3
SAI;1990;1504.7
SAI;1991;1259.2
SAI;1992;1625.8
SAI;1993;1496.8
SAI;1994;1657.4
SAI;1995;1873.9
SAI;1996;1364.9
SAI;1997;1446.2
SAI;1998;1470.8
SAI;1999;2109.5
SAI;2000;1331.6
SAI;2001;1687.4
SAI;2002;1690.8
SAI;2003;1126.6
SAI;2004;1511.2
SAI;2005;1447.7
SAI;2006;1702.0
SAI;2007;1717.9
SAI;2008;1492.4
SAI;2009;1186.4
SAI;2010;1339.4
SAI;2011;1333.4
SAI;2012;1758.1
SAI;2013;1686.0
SAI;2014;1466.4
SAI;2015;1221.5
SAI;2016;1444.4
SAI;2017;1143.8
SAI;2018;1209.3
SAI;2019;1222.4
SAI;2020;1077.1
