 

stn;time;rre150yx
SAG;1907;50.1
SAG;1908;61.0
SAG;1909;48.3
SAG;1910;103.5
SAG;1911;44.6
SAG;1912;74.8
SAG;1913;53.5
SAG;1914;99.6
SAG;1915;45.4
SAG;1916;40.5
SAG;1917;53.8
SAG;1918;75.8
SAG;1919;59.7
SAG;1920;71.5
SAG;1921;72.0
SAG;1922;63.0
SAG;1923;80.0
SAG;1924;67.7
SAG;1925;84.3
SAG;1926;53.5
SAG;1927;70.8
SAG;1928;54.3
SAG;1929;48.1
SAG;1930;65.0
SAG;1931;66.8
SAG;1932;48.0
SAG;1933;80.2
SAG;1934;145.1
SAG;1935;66.8
SAG;1936;68.0
SAG;1937;48.6
SAG;1938;77.2
SAG;1939;94.3
SAG;1940;93.6
SAG;1941;51.8
SAG;1942;49.9
SAG;1943;56.8
SAG;1944;59.0
SAG;1945;78.8
SAG;1946;103.5
SAG;1947;57.7
SAG;1948;53.8
SAG;1949;72.7
SAG;1950;47.0
SAG;1951;47.3
SAG;1952;36.5
SAG;1953;63.0
SAG;1954;94.6
SAG;1955;48.9
SAG;1956;50.2
SAG;1957;68.9
SAG;1958;50.9
SAG;1959;57.6
SAG;1960;52.0
SAG;1961;59.4
SAG;1962;45.0
SAG;1963;49.6
SAG;1964;57.3
SAG;1965;48.5
SAG;1966;51.7
SAG;1967;49.0
SAG;1968;66.2
SAG;1969;46.1
SAG;1970;70.1
SAG;1971;83.5
SAG;1972;64.9
SAG;1973;70.7
SAG;1974;44.0
SAG;1975;74.7
SAG;1976;120.4
SAG;1977;71.2
SAG;1978;118.9
SAG;1979;50.5
SAG;1980;54.9
SAG;1981;107.2
SAG;1982;70.5
SAG;1983;46.7
SAG;1984;91.7
SAG;1985;54.5
SAG;1986;65.1
SAG;1987;80.6
SAG;1988;53.0
SAG;1989;80.3
SAG;1990;51.3
SAG;1991;79.1
SAG;1992;105.5
SAG;1993;83.7
SAG;1994;81.4
SAG;1995;64.0
SAG;1996;76.8
SAG;1997;51.9
SAG;1998;58.3
SAG;1999;81.3
SAG;2000;83.9
SAG;2001;61.0
SAG;2002;81.7
SAG;2003;86.4
SAG;2004;89.3
SAG;2005;84.3
SAG;2006;79.8
SAG;2007;64.8
SAG;2008;73.5
SAG;2009;65.2
SAG;2010;71.9
SAG;2011;58.6
SAG;2012;61.9
SAG;2013;93.7
SAG;2014;49.7
SAG;2015;74.3
SAG;2016;66.8
SAG;2017;65.0
SAG;2018;56.0
SAG;2019;51.2
SAG;2020;74.1
