 

stn;time;rzz150mx
NEU;200902;1.1
NEU;200903;0.9
NEU;200904;1.4
NEU;200905;4.7
NEU;200906;3.8
NEU;200907;4.7
NEU;200908;2.1
NEU;200909;3.6
NEU;200910;1.6
NEU;200911;1.5
NEU;200912;1.5
NEU;201001;0.6
NEU;201002;1.1
NEU;201003;0.9
NEU;201004;0.8
NEU;201005;4.4
NEU;201006;4.1
NEU;201007;1.6
NEU;201008;4.1
NEU;201009;1.5
NEU;201010;0.6
NEU;201011;1.2
NEU;201012;0.9
NEU;201101;0.7
NEU;201102;0.6
NEU;201103;1.5
NEU;201104;0.9
NEU;201105;3.5
NEU;201106;2.3
NEU;201107;3.3
NEU;201108;3.8
NEU;201109;8.0
NEU;201110;1.4
NEU;201111;0.8
NEU;201112;2.7
NEU;201201;1.5
NEU;201202;0.4
NEU;201203;0.6
NEU;201204;1.5
NEU;201205;1.3
NEU;201206;10.5
NEU;201207;15.4
NEU;201208;5.7
NEU;201209;2.4
