 

stn;time;rsd300y0
SOG;1885;15
SOG;1886;14
SOG;1887;6
SOG;1888;13
SOG;1889;11
SOG;1890;16
SOG;1891;16
SOG;1892;13
SOG;1893;6
SOG;1894;8
SOG;1895;10
SOG;1896;16
SOG;1897;8
SOG;1898;12
SOG;1899;5
SOG;1900;8
SOG;1901;12
SOG;1902;9
SOG;1903;14
SOG;1904;6
SOG;1905;12
SOG;1906;6
SOG;1907;6
SOG;1908;9
SOG;1909;8
SOG;1910;6
SOG;1911;15
SOG;1912;11
SOG;1913;6
SOG;1914;14
SOG;1915;6
SOG;1916;18
SOG;1917;16
SOG;1918;10
SOG;1919;7
SOG;1920;14
SOG;1921;4
SOG;1922;11
SOG;1923;13
SOG;1924;10
SOG;1925;13
SOG;1926;22
SOG;1927;15
SOG;1928;15
SOG;1929;10
SOG;1930;9
SOG;1931;14
SOG;1932;16
SOG;1933;11
SOG;1934;14
SOG;1935;13
SOG;1936;9
SOG;1937;12
SOG;1938;10
SOG;1939;22
SOG;1940;10
SOG;1941;7
SOG;1942;11
SOG;1943;9
SOG;1944;9
SOG;1945;13
SOG;1946;8
SOG;1947;6
SOG;1948;9
SOG;1949;4
SOG;1950;12
SOG;1951;19
SOG;1952;13
SOG;1953;8
SOG;1954;14
SOG;1955;7
SOG;1956;10
SOG;1957;13
SOG;1958;10
SOG;1959;5
SOG;1960;22
SOG;1961;11
SOG;1962;6
SOG;1963;20
SOG;1964;5
SOG;1965;14
SOG;1966;14
SOG;1967;15
SOG;1968;17
SOG;1969;13
SOG;1970;10
SOG;1971;10
SOG;1972;6
SOG;1973;13
SOG;1974;11
SOG;1975;17
SOG;1976;14
SOG;1977;23
SOG;1978;14
SOG;1979;20
SOG;1980;11
SOG;1981;15
SOG;1982;14
SOG;1983;17
SOG;1984;14
SOG;1985;14
SOG;1986;15
SOG;1987;15
SOG;1988;10
SOG;1989;12
SOG;1990;9
SOG;1991;9
SOG;1992;10
SOG;1993;15
SOG;1994;12
SOG;1995;8
SOG;1996;11
SOG;1997;14
SOG;1998;9
SOG;1999;17
SOG;2000;18
SOG;2001;11
SOG;2002;16
SOG;2003;8
SOG;2004;6
SOG;2005;2
SOG;2006;7
SOG;2007;10
SOG;2008;12
SOG;2009;18
SOG;2010;11
SOG;2011;10
SOG;2012;11
SOG;2013;13
SOG;2014;11
SOG;2015;10
SOG;2016;11
SOG;2017;11
SOG;2018;6
SOG;2019;16
SOG;2020;15
