 

stn;time;rre150yx
STH;1900;64.6
STH;1901;48.6
STH;1902;59.4
STH;1903;49.7
STH;1904;61.7
STH;1905;46.1
STH;1906;49.6
STH;1907;43.5
STH;1908;53.0
STH;1909;67.7
STH;1910;66.4
STH;1911;38.7
STH;1912;51.0
STH;1913;48.3
STH;1914;47.3
STH;1915;65.9
STH;1916;49.6
STH;1917;49.1
STH;1918;53.4
STH;1919;55.8
STH;1920;43.5
STH;1921;56.8
STH;1922;48.2
STH;1923;50.3
STH;1924;67.8
STH;1925;42.5
STH;1926;77.2
STH;1927;53.7
STH;1928;57.4
STH;1929;35.6
STH;1930;57.6
STH;1931;43.7
STH;1932;43.8
STH;1933;45.4
STH;1934;56.0
STH;1935;73.5
STH;1936;61.7
STH;1937;48.6
STH;1938;67.7
STH;1939;41.2
STH;1940;73.5
STH;1941;32.8
STH;1942;36.8
STH;1943;43.5
STH;1944;105.0
STH;1945;48.8
STH;1946;63.0
STH;1947;36.5
STH;1948;54.5
STH;1949;29.4
STH;1950;66.2
STH;1951;51.2
STH;1952;57.6
STH;1953;41.3
STH;1954;61.7
STH;1955;48.3
STH;1956;42.4
STH;1957;54.8
STH;1958;38.7
STH;1959;35.0
STH;1960;37.5
STH;1961;42.0
STH;1962;40.5
STH;1963;44.5
STH;1964;49.9
STH;1965;47.5
STH;1966;59.0
STH;1967;36.7
STH;1968;94.1
STH;1969;39.8
STH;1970;40.2
STH;1971;33.4
STH;1972;57.1
STH;1973;41.1
STH;1974;50.7
STH;1975;37.9
STH;1976;37.3
STH;1977;48.6
STH;1978;87.3
