 

stn;time;rsd300y0
DLMUE;1947;3
DLMUE;1948;2
DLMUE;1949;0
DLMUE;1950;3
DLMUE;1951;2
DLMUE;1952;1
DLMUE;1953;3
DLMUE;1954;5
DLMUE;1955;2
DLMUE;1956;4
DLMUE;1957;0
DLMUE;1958;3
DLMUE;1959;2
DLMUE;1960;3
DLMUE;1961;0
DLMUE;1962;1
DLMUE;1963;3
DLMUE;1964;1
DLMUE;1965;2
DLMUE;1966;4
DLMUE;1967;1
DLMUE;1968;6
DLMUE;1969;3
DLMUE;1970;3
DLMUE;1971;2
DLMUE;1972;2
DLMUE;1973;3
DLMUE;1974;3
DLMUE;1975;2
DLMUE;1976;2
DLMUE;1977;2
DLMUE;1978;4
DLMUE;1979;1
DLMUE;1980;0
DLMUE;1981;3
DLMUE;1982;6
DLMUE;1983;3
DLMUE;1984;1
DLMUE;1985;1
DLMUE;1986;3
DLMUE;1987;4
DLMUE;1988;0
DLMUE;1989;0
DLMUE;1990;2
DLMUE;1991;1
DLMUE;1992;3
DLMUE;1993;0
DLMUE;1994;3
DLMUE;1995;6
DLMUE;1996;4
DLMUE;1997;2
DLMUE;1998;3
DLMUE;1999;4
DLMUE;2000;1
