 

stn;time;tre200y0
IYTER;1988;7.2
IYTER;1989;7.9
IYTER;1990;7.7
IYTER;1991;6.9
IYTER;1992;7.7
IYTER;1993;7.1
IYTER;1994;8.0
IYTER;1995;6.9
IYTER;1996;6.8
IYTER;1997;7.4
IYTER;1998;6.8
IYTER;1999;5.6
IYTER;2000;6.2
IYTER;2001;5.0
IYTER;2002;5.6
IYTER;2003;5.4
IYTER;2004;4.7
IYTER;2005;4.1
IYTER;2006;5.1
IYTER;2007;5.4
IYTER;2008;6.2
IYTER;2009;6.7
IYTER;2010;5.7
IYTER;2011;7.7
IYTER;2012;6.8
IYTER;2013;6.6
IYTER;2014;7.5
IYTER;2015;8.0
IYTER;2016;7.2
IYTER;2017;7.2
IYTER;2018;7.5
IYTER;2019;7.3
IYTER;2020;7.3
