 

stn;time;rre150m0
AGWDS;200205;148.7
AGWDS;200206;53.5
AGWDS;200207;92.3
AGWDS;200208;78.3
AGWDS;200209;92.4
AGWDS;200210;128.0
AGWDS;200211;193.2
AGWDS;200212;67.1
AGWDS;200301;63.2
AGWDS;200302;32.5
AGWDS;200303;23.9
AGWDS;200304;52.4
AGWDS;200305;57.7
AGWDS;200306;21.1
AGWDS;200307;73.5
AGWDS;200308;69.2
AGWDS;200309;39.3
AGWDS;200310;123.1
AGWDS;200311;55.3
AGWDS;200312;46.1
AGWDS;200401;153.1
AGWDS;200402;43.3
AGWDS;200403;46.1
AGWDS;200404;28.6
AGWDS;200405;99.9
AGWDS;200406;120.9
AGWDS;200407;94.0
AGWDS;200408;120.3
AGWDS;200409;56.7
AGWDS;200410;143.2
AGWDS;200411;15.7
AGWDS;200412;43.9
AGWDS;200501;38.3
AGWDS;200502;40.4
AGWDS;200503;62.2
AGWDS;200504;112.7
AGWDS;200505;113.2
AGWDS;200506;47.2
AGWDS;200507;112.5
AGWDS;200508;129.3
AGWDS;200509;40.1
AGWDS;200510;103.2
AGWDS;200511;33.3
AGWDS;200512;74.6
AGWDS;200601;23.1
AGWDS;200602;59.6
AGWDS;200603;184.9
AGWDS;200604;170.3
AGWDS;200605;140.1
AGWDS;200606;43.6
AGWDS;200607;29.4
AGWDS;200608;200.6
AGWDS;200609;140.5
AGWDS;200610;84.5
AGWDS;200611;54.8
AGWDS;200612;65.3
AGWDS;200701;75.6
AGWDS;200702;90.7
AGWDS;200703;110.8
AGWDS;200704;1.3
AGWDS;200705;158.3
AGWDS;200706;158.9
AGWDS;200707;175.8
AGWDS;200708;151.0
AGWDS;200709;55.2
AGWDS;200710;7.9
AGWDS;200711;67.6
AGWDS;200712;100.9
AGWDS;200801;62.3
AGWDS;200802;40.4
AGWDS;200803;147.5
AGWDS;200804;144.6
AGWDS;200805;36.4
AGWDS;200806;69.1
AGWDS;200807;101.9
AGWDS;200808;118.0
AGWDS;200809;43.7
AGWDS;200810;119.2
AGWDS;200811;40.3
AGWDS;200812;75.0
AGWDS;200901;52.1
AGWDS;200902;64.0
AGWDS;200903;132.8
AGWDS;200904;18.6
AGWDS;200905;85.5
AGWDS;200906;101.6
AGWDS;200907;208.1
AGWDS;200908;41.4
AGWDS;200909;33.9
AGWDS;200910;35.3
AGWDS;200911;123.0
AGWDS;200912;133.9
AGWDS;201001;37.1
AGWDS;201002;57.2
AGWDS;201003;61.7
AGWDS;201004;23.9
AGWDS;201005;133.2
AGWDS;201006;89.7
AGWDS;201007;115.4
AGWDS;201008;156.6
AGWDS;201009;57.5
AGWDS;201010;55.7
AGWDS;201011;89.4
AGWDS;201012;129.0
AGWDS;201101;64.7
AGWDS;201102;26.4
AGWDS;201103;20.2
AGWDS;201104;20.6
AGWDS;201105;47.1
AGWDS;201106;47.7
AGWDS;201107;148.7
AGWDS;201108;69.9
AGWDS;201109;69.9
AGWDS;201110;58.0
AGWDS;201111;2.4
AGWDS;201112;211.9
AGWDS;201201;122.2
AGWDS;201202;20.4
AGWDS;201203;27.7
AGWDS;201204;86.7
AGWDS;201205;125.2
AGWDS;201206;151.7
AGWDS;201207;107.1
AGWDS;201208;124.8
AGWDS;201209;86.7
AGWDS;201210;105.2
AGWDS;201211;127.1
AGWDS;201212;160.8
