 

stn;time;rre150y0
SRN;1896;1295.5
SRN;1897;1128.1
SRN;1898;1110.7
SRN;1899;905.0
SRN;1900;956.7
SRN;1901;1113.2
SRN;1902;1042.4
SRN;1903;1028.8
SRN;1904;900.0
SRN;1905;1211.0
SRN;1906;1045.3
SRN;1907;1044.1
SRN;1908;849.3
SRN;1909;1021.3
SRN;1910;1303.5
SRN;1911;845.3
SRN;1912;1169.0
SRN;1913;1076.0
SRN;1914;1224.4
SRN;1915;1022.1
SRN;1916;1157.2
SRN;1917;1065.3
SRN;1918;1024.9
SRN;1919;1172.9
SRN;1920;851.7
SRN;1921;817.4
SRN;1922;1375.1
SRN;1923;967.7
SRN;1924;978.6
SRN;1925;1086.1
SRN;1926;1139.2
SRN;1927;1137.7
SRN;1928;1122.1
SRN;1929;966.1
SRN;1930;1320.9
SRN;1931;1122.7
SRN;1932;1055.7
SRN;1933;1053.2
SRN;1934;1053.7
SRN;1935;1251.2
SRN;1936;1195.2
SRN;1937;1254.8
SRN;1938;1075.1
SRN;1939;1332.6
SRN;1940;1216.6
SRN;1941;938.7
SRN;1942;928.4
SRN;1943;821.6
SRN;1944;1093.3
SRN;1945;978.3
SRN;1946;1025.9
SRN;1947;875.5
SRN;1948;976.8
SRN;1949;731.3
SRN;1950;1059.6
SRN;1951;1249.4
SRN;1952;1152.2
SRN;1953;858.8
SRN;1954;1267.7
SRN;1955;1250.5
SRN;1956;1079.4
SRN;1957;1036.0
SRN;1958;1284.4
SRN;1959;998.5
SRN;1960;1268.1
SRN;1961;955.9
SRN;1962;991.3
SRN;1963;1129.7
SRN;1964;942.7
SRN;1965;1496.5
SRN;1966;1341.0
SRN;1967;1090.8
SRN;1968;1291.6
SRN;1969;1126.8
SRN;1970;1330.4
SRN;1971;1007.8
SRN;1972;1071.5
SRN;1973;1109.7
SRN;1974;1176.6
SRN;1975;1263.1
SRN;1976;1060.5
SRN;1977;1460.7
SRN;1978;1238.9
SRN;1979;1574.4
SRN;1980;1226.5
SRN;1981;1477.8
SRN;1982;1319.7
SRN;1983;1038.8
SRN;1984;1044.1
SRN;1985;1069.7
SRN;1986;1246.0
SRN;1987;1208.1
SRN;1988;1266.8
SRN;1989;1117.2
SRN;1990;1319.7
SRN;1991;1048.8
SRN;1992;1202.7
SRN;1993;1175.7
SRN;1994;1235.3
SRN;1995;1319.4
SRN;1996;1117.0
SRN;1997;1114.0
SRN;1998;1056.7
SRN;1999;1434.6
SRN;2000;1142.3
SRN;2001;1348.6
SRN;2002;1448.1
SRN;2003;859.2
SRN;2004;1010.4
SRN;2005;1129.9
SRN;2006;1136.9
SRN;2007;1228.8
SRN;2008;1119.2
SRN;2009;1075.6
SRN;2010;1151.2
SRN;2011;997.9
SRN;2012;1258.3
SRN;2013;1033.0
SRN;2014;1180.5
SRN;2015;1097.0
SRN;2016;1241.5
SRN;2017;1094.4
SRN;2018;1047.3
SRN;2019;1087.4
SRN;2020;1096.9
