 

stn;time;tnd00xy0
PLF;1990;27
PLF;1991;45
PLF;1992;27
PLF;1993;36
PLF;1994;23
PLF;1995;28
PLF;1996;39
PLF;1997;22
PLF;1998;37
PLF;1999;37
PLF;2000;19
PLF;2001;41
PLF;2002;14
PLF;2003;43
PLF;2004;50
PLF;2005;63
PLF;2006;43
PLF;2007;24
PLF;2008;25
PLF;2009;40
PLF;2010;58
PLF;2011;21
PLF;2012;39
PLF;2013;45
PLF;2014;9
PLF;2015;24
PLF;2016;21
PLF;2017;32
PLF;2018;32
PLF;2019;25
PLF;2020;12
