 

stn;time;tnd00xy0
DEM;1959;2
DEM;1960;16
DEM;1961;8
DEM;1962;15
DEM;1963;51
DEM;1964;15
DEM;1965;11
DEM;1966;13
DEM;1967;20
DEM;1968;19
DEM;1969;41
DEM;1970;25
DEM;1971;25
DEM;1972;18
DEM;1973;18
DEM;1974;2
DEM;1975;8
DEM;1976;20
DEM;1977;5
DEM;1978;22
DEM;1979;15
DEM;1980;30
DEM;1981;18
DEM;1982;5
DEM;1983;13
DEM;1984;4
DEM;1985;41
DEM;1986;28
DEM;1987;30
DEM;1988;6
DEM;1989;4
DEM;1990;10
DEM;1991;14
DEM;1992;16
DEM;1993;15
DEM;1994;8
DEM;1995;21
DEM;1996;19
DEM;1997;16
DEM;1998;12
