 

stn;time;rhh150mx
ZHNUR;200611;6.3
ZHNUR;200612;3.9
ZHNUR;200701;3.9
ZHNUR;200702;2.4
ZHNUR;200703;4.9
ZHNUR;200704;2.2
ZHNUR;200705;5.4
ZHNUR;200706;20.3
ZHNUR;200707;16.2
ZHNUR;200708;18.1
ZHNUR;200709;3.1
ZHNUR;200710;3.3
ZHNUR;200711;2.4
ZHNUR;200712;2.9
ZHNUR;200801;3.4
ZHNUR;200802;2.5
ZHNUR;200803;5.1
ZHNUR;200804;6.3
ZHNUR;200805;7.3
ZHNUR;200806;5.9
ZHNUR;200807;9.5
ZHNUR;200808;31.3
ZHNUR;200809;5.1
ZHNUR;200810;4.1
ZHNUR;200811;2.5
ZHNUR;200812;4.6
ZHNUR;200901;3.0
ZHNUR;200902;2.3
ZHNUR;200903;3.4
ZHNUR;200904;1.7
ZHNUR;200905;8.7
ZHNUR;200906;11.6
ZHNUR;200907;13.0
ZHNUR;200908;5.5
ZHNUR;200909;5.8
ZHNUR;200910;12.7
ZHNUR;200911;4.5
ZHNUR;200912;4.0
ZHNUR;201001;1.8
ZHNUR;201002;2.4
ZHNUR;201003;2.7
ZHNUR;201004;5.6
ZHNUR;201005;9.9
ZHNUR;201006;9.3
ZHNUR;201007;10.8
ZHNUR;201008;7.4
ZHNUR;201009;6.3
ZHNUR;201010;3.1
ZHNUR;201011;3.9
ZHNUR;201012;2.6
ZHNUR;201101;1.8
ZHNUR;201102;1.3
ZHNUR;201103;2.4
ZHNUR;201104;3.5
ZHNUR;201105;6.1
ZHNUR;201106;10.7
ZHNUR;201107;10.3
ZHNUR;201108;9.3
ZHNUR;201109;8.7
ZHNUR;201110;4.6
ZHNUR;201111;0.1
ZHNUR;201112;4.8
ZHNUR;201201;5.3
ZHNUR;201202;1.3
ZHNUR;201203;1.2
ZHNUR;201204;3.2
ZHNUR;201205;7.3
ZHNUR;201206;18.3
ZHNUR;201207;14.1
ZHNUR;201208;20.4
ZHNUR;201209;8.6
ZHNUR;201210;4.9
ZHNUR;201211;3.4
ZHNUR;201212;3.8
ZHNUR;201301;2.2
ZHNUR;201302;2.5
ZHNUR;201303;1.9
ZHNUR;201304;3.9
ZHNUR;201305;14.4
ZHNUR;201306;7.8
ZHNUR;201307;9.0
ZHNUR;201308;9.8
ZHNUR;201309;5.6
ZHNUR;201310;5.0
ZHNUR;201311;7.4
ZHNUR;201312;2.5
ZHNUR;201401;2.8
ZHNUR;201402;4.0
ZHNUR;201403;3.9
ZHNUR;201404;3.9
ZHNUR;201405;9.7
ZHNUR;201406;12.0
ZHNUR;201407;15.0
ZHNUR;201408;8.6
ZHNUR;201409;12.8
ZHNUR;201410;8.8
ZHNUR;201411;4.9
ZHNUR;201412;4.0
ZHNUR;201501;4.8
ZHNUR;201502;2.3
ZHNUR;201503;2.7
ZHNUR;201504;6.1
ZHNUR;201505;7.4
ZHNUR;201506;6.5
ZHNUR;201507;8.6
ZHNUR;201508;3.2
ZHNUR;201509;3.2
ZHNUR;201510;3.3
ZHNUR;201511;6.6
ZHNUR;201512;2.1
ZHNUR;201601;3.9
ZHNUR;201602;5.5
ZHNUR;201603;3.1
ZHNUR;201604;4.0
ZHNUR;201605;9.1
ZHNUR;201606;6.6
ZHNUR;201607;11.1
ZHNUR;201608;6.9
ZHNUR;201609;3.5
ZHNUR;201610;5.2
ZHNUR;201611;5.2
ZHNUR;201612;0.4
ZHNUR;201701;3.0
ZHNUR;201702;2.0
ZHNUR;201703;2.7
ZHNUR;201704;4.7
ZHNUR;201705;3.0
ZHNUR;201706;24.2
ZHNUR;201707;11.0
ZHNUR;201708;8.6
ZHNUR;201709;9.5
ZHNUR;201710;13.5
ZHNUR;201711;4.9
ZHNUR;201712;3.4
ZHNUR;201801;4.3
ZHNUR;201802;2.5
ZHNUR;201803;2.9
ZHNUR;201804;15.4
ZHNUR;201805;20.2
ZHNUR;201806;21.1
ZHNUR;201807;26.8
ZHNUR;201808;15.5
ZHNUR;201809;21.1
ZHNUR;201810;8.4
ZHNUR;201811;1.1
ZHNUR;201812;6.0
ZHNUR;201901;3.5
ZHNUR;201902;2.6
ZHNUR;201903;3.8
ZHNUR;201904;3.3
ZHNUR;201905;11.6
ZHNUR;201906;22.6
ZHNUR;201907;18.8
ZHNUR;201908;14.3
ZHNUR;201909;6.0
ZHNUR;201910;4.7
ZHNUR;201911;2.8
ZHNUR;201912;2.6
ZHNUR;202001;1.8
ZHNUR;202002;-
ZHNUR;202003;2.5
ZHNUR;202004;2.1
ZHNUR;202005;4.1
ZHNUR;202006;4.9
ZHNUR;202007;5.2
ZHNUR;202008;7.8
ZHNUR;202009;4.7
ZHNUR;202010;5.4
ZHNUR;202011;3.9
ZHNUR;202012;4.0
ZHNUR;202101;4.9
ZHNUR;202102;-
ZHNUR;202103;5.4
