 

stn;time;rre150yx
FRS;1961;117.4
FRS;1962;78.9
FRS;1963;118.6
FRS;1964;126.4
FRS;1965;191.1
FRS;1966;110.2
FRS;1967;120.3
FRS;1968;139.7
FRS;1969;100.0
FRS;1970;250.0
FRS;1971;101.6
FRS;1972;84.4
FRS;1973;125.8
FRS;1974;95.2
FRS;1975;147.0
FRS;1976;213.7
FRS;1977;190.4
FRS;1978;260.0
FRS;1979;133.8
FRS;1980;125.5
FRS;1981;222.0
FRS;1982;269.0
FRS;1983;314.4
FRS;1984;190.2
FRS;1985;193.0
FRS;1986;166.5
FRS;1987;272.5
FRS;1988;140.1
FRS;1989;105.1
FRS;1990;118.5
FRS;1991;135.6
FRS;1992;115.5
FRS;1993;196.5
