 

stn;time;rhh150mx
DLMEZ;200904;7.8
DLMEZ;200905;25.1
DLMEZ;200906;7.6
DLMEZ;200907;16.2
DLMEZ;200908;9.7
DLMEZ;200909;2.9
DLMEZ;200910;7.6
DLMEZ;200911;3.3
DLMEZ;200912;2.6
DLMEZ;201001;1.8
DLMEZ;201002;1.9
DLMEZ;201003;1.6
DLMEZ;201004;2.4
DLMEZ;201005;6.4
DLMEZ;201006;6.5
DLMEZ;201007;9.4
DLMEZ;201008;22.0
DLMEZ;201009;3.8
DLMEZ;201010;3.1
DLMEZ;201011;3.2
DLMEZ;201012;2.8
DLMEZ;201101;1.9
DLMEZ;201102;1.4
DLMEZ;201103;1.7
DLMEZ;201104;4.4
DLMEZ;201105;6.5
DLMEZ;201106;12.4
DLMEZ;201107;21.7
DLMEZ;201108;4.5
DLMEZ;201109;9.1
DLMEZ;201110;4.7
DLMEZ;201111;0.6
DLMEZ;201112;4.8
DLMEZ;201201;6.1
DLMEZ;201202;1.6
DLMEZ;201203;2.1
DLMEZ;201204;6.6
DLMEZ;201205;6.3
DLMEZ;201206;7.7
DLMEZ;201207;7.3
DLMEZ;201208;16.6
DLMEZ;201209;7.2
DLMEZ;201210;5.1
DLMEZ;201211;3.8
DLMEZ;201212;4.4
DLMEZ;201301;6.5
DLMEZ;201302;4.4
DLMEZ;201303;2.5
DLMEZ;201304;5.0
DLMEZ;201305;5.2
DLMEZ;201306;11.9
DLMEZ;201307;25.0
DLMEZ;201308;12.0
DLMEZ;201309;10.9
DLMEZ;201310;12.5
DLMEZ;201311;3.7
DLMEZ;201312;3.2
DLMEZ;201401;2.2
DLMEZ;201402;2.8
DLMEZ;201403;6.0
DLMEZ;201404;6.9
DLMEZ;201405;8.4
DLMEZ;201406;3.9
DLMEZ;201407;18.2
DLMEZ;201408;13.3
DLMEZ;201409;9.5
DLMEZ;201410;5.6
DLMEZ;201411;3.8
DLMEZ;201412;1.9
DLMEZ;201501;2.9
DLMEZ;201502;2.6
DLMEZ;201503;2.5
DLMEZ;201504;2.2
DLMEZ;201505;7.0
DLMEZ;201506;11.0
DLMEZ;201507;9.4
DLMEZ;201508;11.4
DLMEZ;201509;2.6
DLMEZ;201510;3.5
DLMEZ;201511;7.6
DLMEZ;201512;3.1
DLMEZ;201601;2.9
DLMEZ;201602;3.9
DLMEZ;201603;5.3
DLMEZ;201604;4.7
DLMEZ;201605;7.3
DLMEZ;201606;17.3
DLMEZ;201607;15.8
DLMEZ;201608;8.1
DLMEZ;201609;2.4
DLMEZ;201610;9.2
DLMEZ;201611;4.6
DLMEZ;201612;1.1
DLMEZ;201701;1.8
DLMEZ;201702;3.4
DLMEZ;201703;3.0
DLMEZ;201704;3.0
DLMEZ;201705;7.4
DLMEZ;201706;8.9
DLMEZ;201707;9.6
DLMEZ;201708;12.1
DLMEZ;201709;3.6
DLMEZ;201710;9.9
DLMEZ;201711;8.2
DLMEZ;201712;5.2
DLMEZ;201801;7.5
DLMEZ;201802;2.2
DLMEZ;201803;1.1
DLMEZ;201804;2.9
DLMEZ;201805;23.8
DLMEZ;201806;32.4
DLMEZ;201807;11.1
DLMEZ;201808;15.6
DLMEZ;201809;7.7
DLMEZ;201810;2.4
DLMEZ;201811;1.7
DLMEZ;201812;4.1
DLMEZ;201901;3.6
DLMEZ;201902;3.0
DLMEZ;201903;2.9
DLMEZ;201904;3.3
DLMEZ;201905;9.2
DLMEZ;201906;7.1
DLMEZ;201907;43.0
DLMEZ;201908;30.6
DLMEZ;201909;4.2
DLMEZ;201910;3.7
DLMEZ;201911;2.9
DLMEZ;201912;2.9
DLMEZ;202001;2.9
DLMEZ;202002;7.0
DLMEZ;202003;3.3
DLMEZ;202004;0.4
DLMEZ;202005;5.0
DLMEZ;202006;11.2
DLMEZ;202007;8.8
DLMEZ;202008;15.9
DLMEZ;202009;2.6
DLMEZ;202010;4.9
DLMEZ;202011;2.1
DLMEZ;202012;3.3
DLMEZ;202101;3.4
DLMEZ;202102;4.4
DLMEZ;202103;3.6
