 

stn;time;rs1000y0
ABO;1939;0
ABO;1940;0
ABO;1941;0
ABO;1942;0
ABO;1943;0
ABO;1944;0
ABO;1945;0
ABO;1946;0
ABO;1947;0
ABO;1948;0
ABO;1949;0
ABO;1950;0
ABO;1951;0
ABO;1952;0
ABO;1953;0
ABO;1954;0
ABO;1955;0
ABO;1956;0
ABO;1957;0
ABO;1958;0
ABO;1959;0
ABO;1960;0
ABO;1961;0
ABO;1962;0
ABO;1963;0
ABO;1964;0
ABO;1965;0
ABO;1966;0
ABO;1967;0
ABO;1968;0
ABO;1969;0
ABO;1970;0
ABO;1971;0
ABO;1972;0
ABO;1973;0
ABO;1974;0
ABO;1975;0
ABO;1976;0
ABO;1977;0
ABO;1978;0
ABO;1979;0
ABO;1980;0
ABO;1981;0
ABO;1982;0
ABO;1983;0
ABO;1984;0
ABO;1985;0
ABO;1986;0
ABO;1987;0
ABO;1988;0
ABO;1989;0
ABO;1990;0
ABO;1991;0
ABO;1992;0
ABO;1993;0
ABO;1994;0
ABO;1995;0
ABO;1996;0
ABO;1997;0
ABO;1998;0
ABO;1999;0
ABO;2000;0
ABO;2001;0
ABO;2002;0
ABO;2003;0
ABO;2004;0
ABO;2005;0
ABO;2006;0
ABO;2007;0
ABO;2008;0
ABO;2009;0
ABO;2010;0
ABO;2011;0
ABO;2012;0
ABO;2013;0
ABO;2014;0
ABO;2015;0
ABO;2016;0
ABO;2017;0
ABO;2018;0
ABO;2019;0
ABO;2020;0
