 

stn;time;rs1000y0
BSG;1937;2
BSG;1938;0
BSG;1939;4
BSG;1940;2
BSG;1941;2
BSG;1942;2
BSG;1943;1
BSG;1944;0
BSG;1945;2
BSG;1946;1
BSG;1947;1
BSG;1948;3
BSG;1949;0
BSG;1950;2
BSG;1951;6
BSG;1952;2
BSG;1953;3
BSG;1954;3
BSG;1955;3
BSG;1956;4
BSG;1957;1
BSG;1958;4
BSG;1959;3
BSG;1960;4
BSG;1961;0
BSG;1962;1
BSG;1963;8
BSG;1964;2
BSG;1965;4
BSG;1966;2
BSG;1967;1
BSG;1968;3
BSG;1969;0
BSG;1970;2
BSG;1971;1
BSG;1972;1
BSG;1973;1
BSG;1974;1
BSG;1975;0
BSG;1976;2
BSG;1977;5
BSG;1978;2
BSG;1979;3
BSG;1980;2
BSG;1981;5
BSG;1982;3
BSG;1983;4
BSG;1984;2
BSG;1985;0
BSG;1986;2
BSG;1987;4
BSG;1988;3
BSG;1989;4
BSG;1990;1
BSG;1991;3
BSG;1992;3
BSG;1993;7
BSG;1994;1
BSG;1995;3
BSG;1996;6
BSG;1997;3
BSG;1998;4
BSG;1999;3
BSG;2000;1
BSG;2001;1
BSG;2002;5
BSG;2003;2
BSG;2004;5
BSG;2005;0
BSG;2006;3
BSG;2007;0
BSG;2008;1
BSG;2009;4
BSG;2010;1
BSG;2011;3
BSG;2012;1
BSG;2013;2
BSG;2014;6
BSG;2015;1
BSG;2016;1
BSG;2017;4
BSG;2018;2
BSG;2019;3
BSG;2020;3
