 

stn;time;hns000y0
MVE;1931;593
MVE;1932;284
MVE;1933;203
MVE;1934;321
MVE;1935;802
MVE;1936;295
MVE;1937;559
MVE;1938;386
MVE;1939;417
MVE;1940;466
MVE;1941;421
MVE;1942;259
MVE;1943;421
MVE;1944;545
MVE;1945;415
MVE;1946;313
MVE;1947;303
MVE;1948;181
MVE;1949;251
MVE;1950;502
MVE;1951;392
MVE;1952;672
MVE;1953;157
MVE;1954;433
MVE;1955;420
MVE;1956;224
MVE;1957;267
MVE;1958;529
MVE;1959;496
MVE;1960;282
MVE;1961;444
MVE;1962;867
MVE;1963;368
MVE;1964;199
MVE;1965;949
MVE;1966;786
MVE;1967;427
MVE;1968;820
MVE;1969;402
MVE;1970;729
MVE;1971;358
MVE;1972;296
MVE;1973;392
MVE;1974;652
MVE;1975;318
MVE;1976;471
MVE;1977;419
MVE;1978;681
MVE;1979;647
MVE;1980;724
MVE;1981;907
MVE;1982;447
MVE;1983;467
MVE;1984;574
MVE;1985;398
MVE;1986;683
MVE;1987;266
MVE;1988;611
MVE;1989;239
MVE;1990;337
MVE;1991;268
MVE;1992;478
MVE;1993;360
MVE;1994;264
