 

stn;time;rre150m0
ARN;196901;42.8
ARN;196902;52.3
ARN;196903;47.5
ARN;196904;72.4
ARN;196905;77.1
ARN;196906;197.4
ARN;196907;62.8
ARN;196908;180.3
ARN;196909;26.4
ARN;196910;13.7
ARN;196911;87.6
ARN;196912;57.2
ARN;197001;56.1
ARN;197002;194.2
ARN;197003;53.1
ARN;197004;143.3
ARN;197005;75.6
ARN;197006;135.2
ARN;197007;81.2
ARN;197008;242.2
ARN;197009;48.8
ARN;197010;50.4
ARN;197011;76.2
ARN;197012;34.4
ARN;197101;19.6
ARN;197102;58.3
ARN;197103;44.2
ARN;197104;60.5
ARN;197105;114.5
ARN;197106;206.9
ARN;197107;134.7
ARN;197108;154.4
ARN;197109;82.3
ARN;197110;49.2
ARN;197111;73.0
ARN;197112;37.4
ARN;197201;18.6
ARN;197202;16.7
ARN;197203;14.3
ARN;197204;97.2
ARN;197205;99.6
ARN;197206;208.9
ARN;197207;263.2
ARN;197208;91.7
ARN;197209;41.2
ARN;197210;34.7
ARN;197211;205.0
ARN;197212;23.4
ARN;197301;40.4
ARN;197302;44.8
ARN;197303;30.0
ARN;197304;85.3
ARN;197305;96.2
ARN;197306;190.4
