 

stn;time;rsd700y0
BIS;1969;1
BIS;1970;3
BIS;1971;0
BIS;1972;0
BIS;1973;1
BIS;1974;1
BIS;1975;0
BIS;1976;1
BIS;1977;1
BIS;1978;2
BIS;1979;2
BIS;1980;0
BIS;1981;3
BIS;1982;0
BIS;1983;2
BIS;1984;3
BIS;1985;0
BIS;1986;1
BIS;1987;1
BIS;1988;0
BIS;1989;1
BIS;1990;1
BIS;1991;4
BIS;1992;2
BIS;1993;0
BIS;1994;0
BIS;1995;3
BIS;1996;1
BIS;1997;1
BIS;1998;2
BIS;1999;1
BIS;2000;1
BIS;2001;1
BIS;2002;4
BIS;2003;0
BIS;2004;0
BIS;2005;1
BIS;2006;0
BIS;2007;0
BIS;2008;0
BIS;2009;1
BIS;2010;3
BIS;2011;1
BIS;2012;1
BIS;2013;2
BIS;2014;1
BIS;2015;1
BIS;2016;0
BIS;2017;0
BIS;2018;0
BIS;2019;0
BIS;2020;1
