 

stn;time;tre200dn
DLNBL;20040601;5.6
DLNBL;20040602;4.2
DLNBL;20040603;10.6
DLNBL;20040604;9.1
DLNBL;20040605;5.8
DLNBL;20040606;4.2
DLNBL;20040607;5.6
DLNBL;20040608;9.8
DLNBL;20040609;13.3
DLNBL;20040610;15.1
DLNBL;20040611;13.1
DLNBL;20040612;6.5
DLNBL;20040613;5.8
DLNBL;20040614;8.1
DLNBL;20040615;9.1
DLNBL;20040616;6.9
DLNBL;20040617;5.6
DLNBL;20040618;7.0
DLNBL;20040619;7.0
DLNBL;20040620;7.9
DLNBL;20040621;7.4
DLNBL;20040622;8.6
DLNBL;20040623;10.8
DLNBL;20040624;11.1
DLNBL;20040625;5.9
DLNBL;20040626;4.4
DLNBL;20040627;11.4
DLNBL;20040628;10.3
DLNBL;20040629;10.0
DLNBL;20040630;9.1
DLNBL;20040701;9.6
DLNBL;20040702;8.7
DLNBL;20040703;9.4
DLNBL;20040704;10.3
DLNBL;20040705;10.1
DLNBL;20040706;12.2
DLNBL;20040707;10.8
DLNBL;20040708;13.1
DLNBL;20040709;7.7
DLNBL;20040710;7.5
DLNBL;20040711;7.8
DLNBL;20040712;8.1
DLNBL;20040713;9.4
DLNBL;20040714;9.9
DLNBL;20040715;13.5
DLNBL;20040716;11.4
DLNBL;20040717;13.1
DLNBL;20040718;15.3
DLNBL;20040719;14.3
DLNBL;20040720;13.4
DLNBL;20040721;13.1
DLNBL;20040722;15.6
DLNBL;20040723;16.1
DLNBL;20040724;14.4
DLNBL;20040725;10.1
DLNBL;20040726;10.8
DLNBL;20040727;8.2
DLNBL;20040728;6.9
DLNBL;20040729;7.6
DLNBL;20040730;10.2
DLNBL;20040731;12.9
DLNBL;20040801;14.2
DLNBL;20040802;12.6
DLNBL;20040803;11.9
DLNBL;20040804;15.1
DLNBL;20040805;12.8
DLNBL;20040806;16.3
DLNBL;20040807;13.8
DLNBL;20040808;11.5
DLNBL;20040809;12.2
DLNBL;20040810;12.0
DLNBL;20040811;15.4
DLNBL;20040812;11.6
DLNBL;20040813;11.6
DLNBL;20040814;12.0
DLNBL;20040815;12.0
DLNBL;20040816;10.4
DLNBL;20040817;13.5
DLNBL;20040818;13.9
DLNBL;20040819;15.0
DLNBL;20040820;9.1
DLNBL;20040821;9.1
DLNBL;20040822;6.2
DLNBL;20040823;8.9
DLNBL;20040824;10.7
DLNBL;20040825;10.1
DLNBL;20040826;10.7
DLNBL;20040827;10.1
DLNBL;20040828;10.5
DLNBL;20040829;12.8
DLNBL;20040830;10.1
DLNBL;20040831;6.1
DLNBL;20040901;4.7
DLNBL;20040902;6.2
DLNBL;20040903;11.6
DLNBL;20040904;12.4
DLNBL;20040905;11.3
DLNBL;20040906;9.2
DLNBL;20040907;9.5
DLNBL;20040908;9.6
DLNBL;20040909;6.8
DLNBL;20040910;5.4
DLNBL;20040911;15.4
DLNBL;20040912;6.6
DLNBL;20040913;6.6
DLNBL;20040914;9.5
DLNBL;20040915;8.1
DLNBL;20040916;4.1
DLNBL;20040917;3.0
DLNBL;20040918;4.7
DLNBL;20040919;7.2
DLNBL;20040920;9.3
DLNBL;20040921;10.3
DLNBL;20040922;9.2
DLNBL;20040923;7.9
DLNBL;20040924;5.1
DLNBL;20040925;6.5
DLNBL;20040926;5.7
DLNBL;20040927;5.0
DLNBL;20040928;9.3
DLNBL;20040929;8.9
DLNBL;20040930;8.3
DLNBL;20041001;9.8
DLNBL;20041002;9.2
DLNBL;20041003;7.7
DLNBL;20041004;6.5
DLNBL;20041005;10.2
DLNBL;20041006;9.9
DLNBL;20041007;8.9
DLNBL;20041008;7.5
DLNBL;20041009;6.7
