 

stn;time;rre150yx
DLHOH;1879;44.2
DLHOH;1880;42.3
DLHOH;1881;48.7
DLHOH;1882;50.8
DLHOH;1883;43.7
DLHOH;1884;47.1
DLHOH;1885;58.0
DLHOH;1886;37.3
DLHOH;1887;47.6
DLHOH;1888;65.4
DLHOH;1889;39.6
DLHOH;1890;50.1
DLHOH;1891;57.0
DLHOH;1892;58.1
DLHOH;1893;38.2
DLHOH;1894;30.1
DLHOH;1895;31.3
DLHOH;1896;52.6
DLHOH;1897;43.5
DLHOH;1898;35.7
DLHOH;1899;62.8
DLHOH;1900;57.2
DLHOH;1901;42.4
DLHOH;1902;26.9
DLHOH;1903;42.2
DLHOH;1904;45.3
DLHOH;1905;47.3
DLHOH;1906;55.9
DLHOH;1907;34.1
DLHOH;1908;50.6
DLHOH;1909;42.3
DLHOH;1910;94.5
DLHOH;1911;50.9
DLHOH;1912;52.2
DLHOH;1913;49.7
DLHOH;1914;37.9
DLHOH;1915;54.2
DLHOH;1916;43.8
DLHOH;1917;33.8
DLHOH;1918;67.8
DLHOH;1919;54.7
DLHOH;1920;43.6
DLHOH;1921;79.4
DLHOH;1922;57.2
DLHOH;1923;32.3
DLHOH;1924;89.3
DLHOH;1925;71.3
DLHOH;1926;34.7
DLHOH;1927;47.1
DLHOH;1928;45.2
DLHOH;1929;74.2
DLHOH;1930;72.3
DLHOH;1931;38.0
DLHOH;1932;47.1
DLHOH;1933;53.6
DLHOH;1934;69.6
DLHOH;1935;57.8
DLHOH;1936;46.5
DLHOH;1937;58.7
DLHOH;1938;51.1
DLHOH;1939;47.0
DLHOH;1940;97.7
DLHOH;1941;55.9
DLHOH;1942;35.2
DLHOH;1943;33.7
DLHOH;1944;58.8
DLHOH;1945;54.2
DLHOH;1946;69.2
DLHOH;1947;44.3
DLHOH;1948;41.8
DLHOH;1949;74.0
DLHOH;1950;34.6
DLHOH;1951;32.4
DLHOH;1952;30.3
DLHOH;1953;40.1
DLHOH;1954;51.6
DLHOH;1955;56.6
DLHOH;1956;45.4
DLHOH;1957;52.6
DLHOH;1958;44.4
DLHOH;1959;47.9
DLHOH;1960;82.9
DLHOH;1961;49.5
DLHOH;1962;37.4
DLHOH;1963;54.5
DLHOH;1964;61.4
DLHOH;1965;72.2
DLHOH;1966;46.2
DLHOH;1967;83.7
DLHOH;1968;49.6
DLHOH;1969;46.7
DLHOH;1970;91.2
DLHOH;1971;78.7
DLHOH;1972;40.1
DLHOH;1973;62.4
DLHOH;1974;47.8
DLHOH;1975;42.0
DLHOH;1976;81.6
DLHOH;1977;84.3
DLHOH;1978;66.5
DLHOH;1979;116.8
DLHOH;1980;40.1
DLHOH;1981;69.7
DLHOH;1982;52.2
DLHOH;1983;53.7
DLHOH;1984;56.3
DLHOH;1985;53.0
DLHOH;1986;41.7
DLHOH;1987;43.5
DLHOH;1988;66.5
DLHOH;1989;53.9
DLHOH;1990;67.2
DLHOH;1991;48.2
DLHOH;1992;47.5
DLHOH;1993;63.9
DLHOH;1994;54.1
DLHOH;1995;43.1
DLHOH;1996;31.9
DLHOH;1997;39.4
DLHOH;1998;38.6
DLHOH;1999;138.5
DLHOH;2000;61.3
DLHOH;2001;42.2
DLHOH;2002;53.9
DLHOH;2003;42.6
DLHOH;2004;44.5
DLHOH;2005;79.5
DLHOH;2006;55.3
DLHOH;2007;72.4
DLHOH;2008;42.2
DLHOH;2009;37.2
DLHOH;2010;63.7
DLHOH;2011;95.5
DLHOH;2012;53.9
DLHOH;2013;57.2
DLHOH;2014;55.9
DLHOH;2015;39.8
DLHOH;2016;81.6
DLHOH;2017;39.3
DLHOH;2018;44.3
DLHOH;2019;104.3
DLHOH;2020;76.2
