 

stn;time;rs1000y0
ARL;1947;0
ARL;1948;0
ARL;1949;0
ARL;1950;0
ARL;1951;0
ARL;1952;0
ARL;1953;0
ARL;1954;0
ARL;1955;0
ARL;1956;0
ARL;1957;0
ARL;1958;0
ARL;1959;0
ARL;1960;0
ARL;1961;0
ARL;1962;0
ARL;1963;0
ARL;1964;0
ARL;1965;0
ARL;1966;0
ARL;1967;0
ARL;1968;0
ARL;1969;0
ARL;1970;0
ARL;1971;0
ARL;1972;0
ARL;1973;0
ARL;1974;0
ARL;1975;0
ARL;1976;0
ARL;1977;0
ARL;1978;0
ARL;1979;0
ARL;1980;0
ARL;1981;0
ARL;1982;0
ARL;1983;0
ARL;1984;0
ARL;1985;0
ARL;1986;0
ARL;1987;0
ARL;1988;0
ARL;1989;0
ARL;1990;0
ARL;1991;0
ARL;1992;0
ARL;1993;0
ARL;1994;0
ARL;1995;0
ARL;1996;0
ARL;1997;0
