 

stn;time;rsd300y0
DLMUD;1953;4
DLMUD;1954;3
DLMUD;1955;5
DLMUD;1956;2
DLMUD;1957;3
DLMUD;1958;3
DLMUD;1959;3
DLMUD;1960;3
DLMUD;1961;2
DLMUD;1962;0
DLMUD;1963;0
DLMUD;1964;3
DLMUD;1965;3
DLMUD;1966;4
DLMUD;1967;3
DLMUD;1968;3
DLMUD;1969;4
DLMUD;1970;3
DLMUD;1971;2
DLMUD;1972;1
DLMUD;1973;2
DLMUD;1974;2
DLMUD;1975;2
DLMUD;1976;4
DLMUD;1977;3
DLMUD;1978;3
DLMUD;1979;5
DLMUD;1980;2
DLMUD;1981;4
DLMUD;1982;0
DLMUD;1983;0
DLMUD;1984;2
DLMUD;1985;3
DLMUD;1986;1
DLMUD;1987;1
DLMUD;1988;1
DLMUD;1989;1
DLMUD;1990;4
DLMUD;1991;5
DLMUD;1992;0
DLMUD;1993;0
DLMUD;1994;0
DLMUD;1995;4
DLMUD;1996;2
DLMUD;1997;3
DLMUD;1998;1
DLMUD;1999;3
DLMUD;2000;2
DLMUD;2001;3
DLMUD;2002;5
DLMUD;2003;0
DLMUD;2004;1
DLMUD;2005;2
DLMUD;2006;1
DLMUD;2007;3
DLMUD;2008;2
DLMUD;2009;3
DLMUD;2010;1
DLMUD;2011;1
DLMUD;2012;1
DLMUD;2013;2
DLMUD;2014;2
DLMUD;2015;1
