 

stn;time;tnd00xy0
ENG;1970;41
ENG;1971;35
ENG;1972;21
ENG;1973;46
ENG;1974;10
ENG;1975;30
ENG;1976;37
ENG;1977;32
ENG;1978;38
ENG;1979;39
ENG;1980;39
ENG;1981;42
ENG;1982;22
ENG;1983;35
ENG;1984;44
ENG;1985;55
ENG;1986;41
ENG;1987;58
ENG;1988;31
ENG;1989;16
ENG;1990;23
ENG;1991;49
ENG;1992;31
ENG;1993;37
ENG;1994;20
ENG;1995;33
ENG;1996;40
ENG;1997;25
ENG;1998;43
ENG;1999;39
ENG;2000;22
ENG;2001;46
ENG;2002;23
ENG;2003;40
ENG;2004;49
ENG;2005;70
ENG;2006;47
ENG;2007;24
ENG;2008;31
ENG;2009;41
ENG;2010;65
ENG;2011;26
ENG;2012;39
ENG;2013;54
ENG;2014;10
ENG;2015;26
ENG;2016;14
ENG;2017;40
ENG;2018;36
ENG;2019;22
ENG;2020;14
