 

stn;time;rsd300y0
VLL;1918;8
VLL;1919;8
VLL;1920;3
VLL;1921;1
VLL;1922;14
VLL;1923;7
VLL;1924;9
VLL;1925;4
VLL;1926;8
VLL;1927;7
VLL;1928;11
VLL;1929;2
VLL;1930;14
VLL;1931;7
VLL;1932;8
VLL;1933;3
VLL;1934;3
VLL;1935;11
VLL;1936;10
VLL;1937;9
VLL;1938;3
VLL;1939;10
VLL;1940;11
VLL;1941;4
VLL;1942;4
VLL;1943;5
VLL;1944;11
VLL;1945;6
VLL;1946;8
VLL;1947;4
VLL;1948;5
VLL;1949;6
VLL;1950;9
VLL;1951;7
VLL;1952;10
VLL;1953;6
VLL;1954;11
VLL;1955;11
VLL;1956;6
VLL;1957;6
VLL;1958;8
VLL;1959;5
VLL;1960;7
VLL;1961;5
VLL;1962;9
VLL;1963;3
VLL;1964;4
VLL;1965;13
VLL;1966;7
VLL;1967;10
VLL;1968;14
VLL;1969;9
VLL;1970;13
VLL;1971;8
VLL;1972;8
VLL;1973;7
VLL;1974;11
VLL;1975;13
VLL;1976;10
VLL;1977;17
