 

stn;time;rre150yx
VDU;1929;41.8
VDU;1930;60.4
VDU;1931;62.0
VDU;1932;72.4
VDU;1933;69.4
VDU;1934;72.2
VDU;1935;61.0
VDU;1936;51.4
VDU;1937;48.0
VDU;1938;75.0
VDU;1939;39.6
VDU;1940;65.3
VDU;1941;29.1
VDU;1942;55.2
VDU;1943;50.6
VDU;1944;44.0
VDU;1945;36.3
VDU;1946;45.0
VDU;1947;57.2
VDU;1948;75.2
VDU;1949;30.2
VDU;1950;35.3
VDU;1951;37.5
VDU;1952;42.6
VDU;1953;30.6
VDU;1954;75.8
VDU;1955;39.6
VDU;1956;34.6
VDU;1957;46.0
VDU;1958;42.8
VDU;1959;47.6
VDU;1960;41.2
VDU;1961;27.8
VDU;1962;42.4
VDU;1963;50.8
VDU;1964;39.2
VDU;1965;58.9
VDU;1966;69.7
VDU;1967;38.5
VDU;1968;44.7
VDU;1969;22.0
VDU;1970;54.5
VDU;1971;34.5
VDU;1972;44.6
VDU;1973;48.0
