 

stn;time;rzz150yx
TAE;1981;11.2
TAE;1982;10.1
TAE;1983;8.1
TAE;1984;7.1
TAE;1985;6.9
TAE;1986;14.1
TAE;1987;3.6
TAE;1988;10.7
TAE;1989;12.8
TAE;1990;8.9
TAE;1991;12.5
TAE;1992;12.2
TAE;1993;14.0
TAE;1994;16.8
TAE;1995;19.6
TAE;1996;9.3
TAE;1997;14.9
TAE;1998;9.1
TAE;1999;14.9
TAE;2000;15.6
TAE;2001;15.7
TAE;2002;14.0
TAE;2003;11.0
TAE;2004;11.8
TAE;2005;9.9
TAE;2006;27.2
TAE;2007;18.9
TAE;2008;15.5
TAE;2009;15.5
TAE;2010;12.0
TAE;2011;10.5
TAE;2012;8.7
TAE;2013;13.1
TAE;2014;7.4
TAE;2015;16.6
TAE;2016;13.6
TAE;2017;10.0
TAE;2018;10.4
TAE;2019;8.1
TAE;2020;8.6
