 

stn;time;tre200y0
BEV;1864;0.5
BEV;1865;1.4
BEV;1866;2.0
BEV;1867;2.0
BEV;1868;2.1
BEV;1869;1.7
BEV;1870;1.1
BEV;1871;0.1
BEV;1872;2.1
BEV;1873;1.7
BEV;1874;1.0
BEV;1875;1.2
BEV;1876;1.8
BEV;1877;1.7
BEV;1878;1.1
BEV;1879;0.7
BEV;1880;2.2
BEV;1881;1.7
BEV;1882;1.9
BEV;1883;1.0
BEV;1884;1.8
BEV;1885;2.1
BEV;1886;1.6
BEV;1887;0.1
BEV;1888;0.8
BEV;1889;1.0
BEV;1890;0.8
BEV;1891;0.9
BEV;1892;1.4
BEV;1893;1.7
BEV;1894;1.5
BEV;1895;1.6
BEV;1896;0.9
BEV;1897;2.0
BEV;1898;2.0
BEV;1899;1.8
BEV;1900;2.0
BEV;1901;0.6
BEV;1902;1.3
BEV;1903;0.8
BEV;1904;1.6
BEV;1905;0.8
BEV;1906;0.9
BEV;1907;1.3
BEV;1908;0.8
BEV;1909;0.8
BEV;1910;1.1
BEV;1911;1.3
BEV;1912;1.1
BEV;1913;1.5
BEV;1914;1.3
BEV;1915;1.3
BEV;1916;1.5
BEV;1917;0.2
BEV;1918;1.5
BEV;1919;0.3
BEV;1920;2.4
BEV;1921;2.3
BEV;1922;1.3
BEV;1923;1.9
BEV;1924;1.5
BEV;1925;1.1
BEV;1926;1.9
BEV;1927;1.8
BEV;1928;1.9
BEV;1929;1.0
BEV;1930;1.8
BEV;1931;1.0
BEV;1932;1.3
BEV;1933;1.0
BEV;1934;2.0
BEV;1935;1.5
BEV;1936;2.0
BEV;1937;2.2
BEV;1938;1.9
BEV;1939;1.7
BEV;1940;1.1
BEV;1941;1.2
BEV;1942;2.5
BEV;1943;2.8
BEV;1944;1.7
BEV;1945;2.5
BEV;1946;1.7
BEV;1947;2.5
BEV;1948;2.2
BEV;1949;2.1
BEV;1950;1.7
BEV;1951;1.9
BEV;1952;1.6
BEV;1953;1.9
BEV;1954;1.5
BEV;1955;1.2
BEV;1956;0.1
BEV;1957;1.5
BEV;1958;1.2
BEV;1959;1.6
BEV;1960;1.0
BEV;1961;2.0
BEV;1962;0.6
BEV;1963;0.4
BEV;1964;2.0
BEV;1965;0.6
BEV;1966;1.6
BEV;1967;1.1
BEV;1968;1.0
BEV;1969;1.1
BEV;1970;0.9
BEV;1971;1.3
BEV;1972;1.3
BEV;1973;1.3
BEV;1974;1.8
BEV;1975;1.8
BEV;1976;1.9
BEV;1977;2.0
BEV;1978;1.7
BEV;1979;1.6
BEV;1980;1.1
BEV;1981;1.8
BEV;1982;2.4
