 

stn;time;rhh150yx
TAE;1981;22.0
TAE;1982;17.0
TAE;1983;16.3
TAE;1984;14.0
TAE;1985;11.7
TAE;1986;18.1
TAE;1987;8.5
TAE;1988;16.1
TAE;1989;22.4
TAE;1990;17.6
TAE;1991;20.3
TAE;1992;33.2
TAE;1993;34.6
TAE;1994;30.2
TAE;1995;27.2
TAE;1996;17.4
TAE;1997;31.2
TAE;1998;19.6
TAE;1999;24.7
TAE;2000;23.7
TAE;2001;28.5
TAE;2002;25.3
TAE;2003;16.6
TAE;2004;17.9
TAE;2005;20.8
TAE;2006;29.0
TAE;2007;26.6
TAE;2008;24.1
TAE;2009;15.5
TAE;2010;17.5
TAE;2011;14.8
TAE;2012;21.3
TAE;2013;20.5
TAE;2014;13.6
TAE;2015;36.0
TAE;2016;14.7
TAE;2017;20.7
TAE;2018;44.1
TAE;2019;14.4
TAE;2020;15.6
