 

stn;time;tnd00xy0
IYRID;1969;76
IYRID;1970;72
IYRID;1971;68
IYRID;1972;41
IYRID;1973;68
IYRID;1974;57
IYRID;1975;39
IYRID;1976;50
IYRID;1977;61
IYRID;1978;47
IYRID;1979;41
IYRID;1980;48
IYRID;1981;59
IYRID;1982;39
IYRID;1983;46
IYRID;1984;51
IYRID;1985;51
IYRID;1986;67
IYRID;1987;37
IYRID;1988;30
IYRID;1989;28
IYRID;1990;45
IYRID;1991;53
IYRID;1992;15
IYRID;1993;42
IYRID;1994;23
IYRID;1995;40
IYRID;1996;39
IYRID;1997;18
IYRID;1998;41
IYRID;1999;57
IYRID;2000;25
IYRID;2001;45
IYRID;2002;15
IYRID;2003;41
IYRID;2004;63
IYRID;2005;83
IYRID;2006;59
IYRID;2007;43
IYRID;2008;50
IYRID;2009;63
IYRID;2010;81
IYRID;2011;37
IYRID;2012;69
IYRID;2013;48
IYRID;2014;24
IYRID;2015;33
IYRID;2016;32
IYRID;2017;50
IYRID;2018;54
