 

stn;time;rhh150mx
DOL;201211;6.4
DOL;201212;6.3
DOL;201301;7.0
DOL;201302;6.5
DOL;201303;6.7
DOL;201304;11.4
DOL;201305;4.2
DOL;201306;10.5
DOL;201307;15.7
DOL;201308;8.5
DOL;201309;26.0
DOL;201310;8.8
DOL;201311;6.9
DOL;201312;8.2
DOL;201401;4.8
DOL;201402;5.1
DOL;201403;5.3
DOL;201404;4.4
DOL;201405;4.2
DOL;201406;7.4
DOL;201407;13.3
DOL;201408;18.2
DOL;201409;26.7
DOL;201410;9.6
DOL;201411;6.8
DOL;201412;3.2
DOL;201501;6.7
DOL;201502;7.1
DOL;201503;7.0
DOL;201504;11.0
DOL;201505;8.7
DOL;201506;14.3
DOL;201507;22.4
DOL;201508;16.8
DOL;201509;12.0
DOL;201510;6.7
DOL;201511;13.0
DOL;201512;2.6
DOL;201601;6.0
DOL;201602;8.6
DOL;201603;8.5
DOL;201604;7.8
DOL;201605;9.7
DOL;201606;18.5
DOL;201607;24.1
DOL;201608;29.6
DOL;201609;10.8
DOL;201610;12.4
DOL;201611;5.6
DOL;201612;1.0
DOL;201701;3.5
DOL;201702;7.6
DOL;201703;7.8
DOL;201704;4.6
DOL;201705;4.7
DOL;201706;8.2
DOL;201707;20.2
DOL;201708;11.5
