 

stn;time;fklnd3m0
DLLIN;201112;1
DLLIN;201201;0
DLLIN;201202;0
DLLIN;201203;0
DLLIN;201204;0
DLLIN;201205;0
DLLIN;201206;0
DLLIN;201207;0
DLLIN;201208;0
DLLIN;201209;0
DLLIN;201210;0
DLLIN;201211;0
DLLIN;201212;0
DLLIN;201301;0
DLLIN;201302;0
DLLIN;201303;0
DLLIN;201304;0
DLLIN;201305;0
DLLIN;201306;1
DLLIN;201307;0
DLLIN;201308;0
DLLIN;201309;0
DLLIN;201310;0
DLLIN;201311;0
DLLIN;201312;0
DLLIN;201401;0
DLLIN;201402;-
DLLIN;201403;0
DLLIN;201404;0
DLLIN;201405;0
DLLIN;201406;0
DLLIN;201407;0
DLLIN;201408;0
DLLIN;201409;0
DLLIN;201410;1
DLLIN;201411;0
DLLIN;201412;0
DLLIN;201501;0
DLLIN;201502;0
DLLIN;201503;0
DLLIN;201504;0
DLLIN;201505;0
DLLIN;201506;0
DLLIN;201507;0
DLLIN;201508;0
DLLIN;201509;0
DLLIN;201510;0
DLLIN;201511;0
DLLIN;201512;0
DLLIN;201601;0
DLLIN;201602;0
DLLIN;201603;0
DLLIN;201604;0
DLLIN;201605;0
DLLIN;201606;0
DLLIN;201607;0
DLLIN;201608;0
DLLIN;201609;0
DLLIN;201610;0
DLLIN;201611;0
DLLIN;201612;0
DLLIN;201701;0
DLLIN;201702;-
DLLIN;201703;0
