 

stn;time;tre200y0
GST;1982;5.6
GST;1983;5.5
GST;1984;4.5
GST;1985;4.4
GST;1986;5.1
GST;1987;4.9
GST;1988;5.7
GST;1989;5.8
GST;1990;5.9
GST;1991;5.1
GST;1992;5.7
GST;1993;5.6
GST;1994;6.8
GST;1995;5.4
GST;1996;5.2
GST;1997;6.1
GST;1998;5.5
GST;1999;5.5
GST;2000;6.0
GST;2001;5.9
GST;2002;6.4
GST;2003;5.9
GST;2004;5.5
GST;2005;5.1
GST;2006;6.7
GST;2007;6.9
GST;2008;6.7
GST;2009;6.9
GST;2010;6.0
