 

stn;time;tre200y0
IYSMG;1980;5.7
IYSMG;1981;6.2
IYSMG;1982;7.0
IYSMG;1983;7.1
IYSMG;1984;6.0
IYSMG;1985;4.7
IYSMG;1986;4.0
IYSMG;1987;4.5
IYSMG;1988;5.2
IYSMG;1989;5.8
IYSMG;1990;5.2
IYSMG;1991;4.0
IYSMG;1992;5.2
IYSMG;1993;4.6
IYSMG;1994;5.6
IYSMG;1995;4.3
IYSMG;1996;4.0
IYSMG;1997;5.0
IYSMG;1998;4.7
IYSMG;1999;4.5
IYSMG;2000;5.2
IYSMG;2001;4.3
IYSMG;2002;4.7
IYSMG;2003;4.2
IYSMG;2004;3.6
IYSMG;2005;2.9
IYSMG;2006;3.4
IYSMG;2007;3.4
IYSMG;2008;3.0
IYSMG;2009;4.6
IYSMG;2010;4.0
IYSMG;2011;5.8
IYSMG;2012;5.2
IYSMG;2013;5.0
IYSMG;2014;6.0
IYSMG;2015;6.1
IYSMG;2016;5.5
IYSMG;2017;5.4
IYSMG;2018;5.7
IYSMG;2019;5.8
IYSMG;2020;5.6
