 

stn;time;hto000y0
SLF4SM;1971;22
SLF4SM;1972;38
SLF4SM;1973;11
SLF4SM;1974;38
SLF4SM;1975;37
SLF4SM;1976;22
SLF4SM;1977;38
SLF4SM;1978;51
SLF4SM;1979;25
SLF4SM;1980;8
SLF4SM;1981;7
SLF4SM;1982;21
SLF4SM;1983;7
SLF4SM;1984;10
SLF4SM;1985;15
SLF4SM;1986;39
SLF4SM;1987;12
SLF4SM;1988;2
SLF4SM;1989;7
SLF4SM;1990;4
SLF4SM;1991;6
SLF4SM;1992;4
SLF4SM;1993;4
SLF4SM;1994;20
SLF4SM;1995;9
SLF4SM;1996;26
