 

stn;time;rs1000y0
TEU;1901;1
TEU;1902;0
TEU;1903;0
TEU;1904;0
TEU;1905;0
TEU;1906;0
TEU;1907;0
TEU;1908;0
TEU;1909;0
TEU;1910;1
TEU;1911;0
TEU;1912;0
TEU;1913;0
TEU;1914;0
TEU;1915;0
TEU;1916;0
TEU;1917;0
TEU;1918;0
TEU;1919;0
TEU;1920;0
TEU;1921;0
TEU;1922;0
TEU;1923;0
TEU;1924;0
TEU;1925;0
TEU;1926;0
TEU;1927;0
TEU;1928;0
TEU;1929;0
TEU;1930;0
TEU;1931;0
TEU;1932;0
TEU;1933;0
TEU;1934;1
TEU;1935;0
TEU;1936;0
TEU;1937;0
TEU;1938;0
TEU;1939;0
TEU;1940;1
TEU;1941;0
TEU;1942;0
TEU;1943;0
TEU;1944;0
TEU;1945;0
TEU;1946;0
TEU;1947;0
TEU;1948;0
TEU;1949;0
TEU;1950;0
TEU;1951;0
TEU;1952;0
TEU;1953;0
TEU;1954;1
TEU;1955;0
TEU;1956;0
TEU;1957;0
TEU;1958;0
TEU;1959;0
TEU;1960;0
TEU;1961;0
TEU;1962;0
TEU;1963;0
TEU;1964;0
TEU;1965;0
TEU;1966;0
TEU;1967;0
TEU;1968;0
TEU;1969;0
TEU;1970;0
TEU;1971;0
TEU;1972;0
TEU;1973;0
TEU;1974;0
TEU;1975;0
TEU;1976;0
TEU;1977;1
TEU;1978;1
TEU;1979;0
TEU;1980;0
TEU;1981;0
TEU;1982;0
TEU;1983;0
TEU;1984;0
TEU;1985;0
TEU;1986;0
TEU;1987;0
TEU;1988;0
TEU;1989;0
TEU;1990;0
TEU;1991;0
TEU;1992;0
TEU;1993;0
TEU;1994;0
TEU;1995;0
TEU;1996;0
TEU;1997;0
TEU;1998;0
TEU;1999;2
TEU;2000;0
TEU;2001;0
TEU;2002;2
TEU;2003;0
TEU;2004;0
TEU;2005;0
TEU;2006;0
TEU;2007;0
TEU;2008;0
TEU;2009;0
TEU;2010;0
TEU;2011;0
TEU;2012;0
TEU;2013;1
TEU;2014;0
TEU;2015;0
TEU;2016;0
TEU;2017;0
TEU;2018;0
TEU;2019;0
TEU;2020;0
