 

stn;time;tnd00xy0
MAG;1954;3
MAG;1955;0
MAG;1956;8
MAG;1957;0
MAG;1958;0
MAG;1959;0
MAG;1960;2
MAG;1961;3
MAG;1962;4
MAG;1963;10
MAG;1964;0
MAG;1965;0
MAG;1966;0
MAG;1967;3
MAG;1968;2
MAG;1969;1
MAG;1970;2
MAG;1971;5
MAG;1972;0
MAG;1973;0
MAG;1974;0
MAG;1975;0
MAG;1976;1
MAG;1977;1
MAG;1978;0
MAG;1979;1
MAG;1980;0
MAG;1981;3
MAG;1982;1
MAG;1983;0
MAG;1984;0
MAG;1985;7
MAG;1986;2
MAG;1987;2
MAG;1988;0
MAG;1989;0
MAG;1990;2
MAG;1991;2
MAG;1992;0
MAG;1993;0
MAG;1994;0
MAG;1995;0
MAG;1996;4
MAG;1997;0
MAG;1998;0
MAG;1999;0
MAG;2000;0
MAG;2001;1
MAG;2002;0
MAG;2003;1
MAG;2004;0
MAG;2005;2
MAG;2006;0
MAG;2007;0
MAG;2008;2
MAG;2009;3
MAG;2010;2
MAG;2011;0
MAG;2012;6
MAG;2013;0
MAG;2014;0
MAG;2015;0
MAG;2016;0
MAG;2017;0
MAG;2018;0
MAG;2019;0
MAG;2020;0
