 

stn;time;rzz150mx
GEARE;200411;0.9
GEARE;200412;1.4
GEARE;200501;2.3
GEARE;200502;0.7
GEARE;200503;1.7
GEARE;200504;2.8
GEARE;200505;1.2
GEARE;200506;5.0
GEARE;200507;12.9
GEARE;200508;2.2
GEARE;200509;2.6
GEARE;200510;1.7
GEARE;200511;0.7
GEARE;200512;1.5
GEARE;200601;0.5
GEARE;200602;2.2
GEARE;200603;1.5
GEARE;200604;2.7
GEARE;200605;6.7
GEARE;200606;9.2
GEARE;200607;4.4
GEARE;200608;2.6
GEARE;200609;6.7
GEARE;200610;2.2
GEARE;200611;2.1
GEARE;200612;1.0
GEARE;200701;1.3
GEARE;200702;3.4
GEARE;200703;2.1
GEARE;200704;7.0
GEARE;200705;3.9
GEARE;200706;7.3
GEARE;200707;3.3
GEARE;200708;9.4
GEARE;200709;5.2
GEARE;200710;1.5
GEARE;200711;1.0
GEARE;200712;1.4
GEARE;200801;0.8
GEARE;200802;1.3
GEARE;200803;0.9
GEARE;200804;2.7
GEARE;200805;3.4
GEARE;200806;2.2
GEARE;200807;6.1
GEARE;200808;3.1
GEARE;200809;7.3
GEARE;200810;5.7
GEARE;200811;0.9
GEARE;200812;1.2
GEARE;200901;1.1
GEARE;200902;0.9
GEARE;200903;1.1
GEARE;200904;1.7
GEARE;200905;1.0
GEARE;200906;4.4
GEARE;200907;6.4
GEARE;200908;10.2
GEARE;200909;6.6
GEARE;200910;1.4
GEARE;200911;4.1
GEARE;200912;2.6
GEARE;201001;0.4
GEARE;201002;3.9
GEARE;201003;2.4
GEARE;201004;0.8
GEARE;201005;1.8
GEARE;201006;3.6
GEARE;201007;1.0
GEARE;201008;8.6
GEARE;201009;2.8
GEARE;201010;0.8
GEARE;201011;0.9
GEARE;201012;1.5
GEARE;201101;0.8
GEARE;201102;0.4
GEARE;201103;1.4
GEARE;201104;1.6
GEARE;201105;4.6
GEARE;201106;3.2
GEARE;201107;3.2
GEARE;201108;1.7
GEARE;201109;1.1
GEARE;201110;1.2
GEARE;201111;1.4
GEARE;201112;1.5
GEARE;201201;0.8
GEARE;201202;0.0
GEARE;201203;0.5
GEARE;201204;3.9
GEARE;201205;1.6
GEARE;201206;2.1
GEARE;201207;2.9
GEARE;201208;6.6
GEARE;201209;3.1
GEARE;201210;1.8
GEARE;201211;2.3
GEARE;201212;1.7
GEARE;201301;0.5
GEARE;201302;1.9
GEARE;201303;1.0
GEARE;201304;2.3
GEARE;201305;1.9
GEARE;201306;2.8
GEARE;201307;13.3
GEARE;201308;3.3
GEARE;201309;8.9
GEARE;201310;3.5
GEARE;201311;4.7
GEARE;201312;0.9
GEARE;201401;1.3
GEARE;201402;1.6
GEARE;201403;1.2
GEARE;201404;1.7
GEARE;201405;1.4
GEARE;201406;4.4
GEARE;201407;2.7
GEARE;201408;2.8
GEARE;201409;5.8
GEARE;201410;7.7
GEARE;201411;1.6
GEARE;201412;0.6
GEARE;201501;1.7
GEARE;201502;1.3
GEARE;201503;0.8
GEARE;201504;1.8
GEARE;201505;1.4
GEARE;201506;6.9
GEARE;201507;1.6
GEARE;201508;2.4
GEARE;201509;1.9
GEARE;201510;1.1
GEARE;201511;1.1
GEARE;201512;0.4
GEARE;201601;1.3
GEARE;201602;1.3
GEARE;201603;1.3
GEARE;201604;2.0
GEARE;201605;2.0
GEARE;201606;3.1
GEARE;201607;4.0
GEARE;201608;1.2
GEARE;201609;0.6
GEARE;201610;4.4
GEARE;201611;3.2
GEARE;201612;0.1
GEARE;201701;0.6
GEARE;201702;2.0
GEARE;201703;1.9
GEARE;201704;1.3
GEARE;201705;1.7
GEARE;201706;3.2
GEARE;201707;1.2
GEARE;201708;2.9
GEARE;201709;2.5
GEARE;201710;2.8
GEARE;201711;4.5
GEARE;201712;1.5
GEARE;201801;1.1
GEARE;201802;0.7
GEARE;201803;1.7
GEARE;201804;2.4
GEARE;201805;3.2
GEARE;201806;6.1
GEARE;201807;5.9
GEARE;201808;9.4
GEARE;201809;2.2
GEARE;201810;1.1
GEARE;201811;1.5
GEARE;201812;2.2
GEARE;201901;1.2
GEARE;201902;1.0
GEARE;201903;1.1
GEARE;201904;2.3
GEARE;201905;3.4
GEARE;201906;11.4
GEARE;201907;10.6
GEARE;201908;2.9
GEARE;201909;1.8
GEARE;201910;3.5
GEARE;201911;1.4
GEARE;201912;1.4
GEARE;202001;1.2
GEARE;202002;2.6
GEARE;202003;2.4
GEARE;202004;1.0
GEARE;202005;3.4
GEARE;202006;2.7
GEARE;202007;1.1
GEARE;202008;4.7
GEARE;202009;1.8
GEARE;202010;1.4
GEARE;202011;3.8
GEARE;202012;2.6
GEARE;202101;1.7
GEARE;202102;1.0
GEARE;202103;1.7
