 

stn;time;tnd00xy0
DLALM;1955;38
DLALM;1956;50
DLALM;1957;21
DLALM;1958;21
DLALM;1959;25
DLALM;1960;28
DLALM;1961;29
DLALM;1962;45
DLALM;1963;71
DLALM;1964;46
DLALM;1965;39
DLALM;1966;29
DLALM;1967;31
DLALM;1968;46
DLALM;1969;46
DLALM;1970;46
DLALM;1971;31
DLALM;1972;35
DLALM;1973;31
DLALM;1974;3
DLALM;1975;16
DLALM;1976;36
DLALM;1977;21
DLALM;1978;42
DLALM;1979;19
DLALM;1980;37
DLALM;1981;38
DLALM;1982;25
DLALM;1983;28
DLALM;1984;21
DLALM;1985;44
DLALM;1986;31
DLALM;1987;36
DLALM;1988;11
DLALM;1989;24
DLALM;1990;21
DLALM;1991;29
DLALM;1992;20
DLALM;1993;38
DLALM;1994;9
DLALM;1995;31
DLALM;1996;52
DLALM;1997;20
DLALM;1998;27
DLALM;1999;21
DLALM;2000;12
DLALM;2001;21
DLALM;2002;21
DLALM;2003;24
DLALM;2004;23
DLALM;2005;38
DLALM;2006;41
DLALM;2007;21
DLALM;2008;14
DLALM;2009;33
DLALM;2010;63
DLALM;2011;22
DLALM;2012;30
DLALM;2013;35
DLALM;2014;5
DLALM;2015;16
