 

stn;time;rs1000m0
GLLIN;201408;0
GLLIN;201409;0
GLLIN;201410;0
GLLIN;201411;0
GLLIN;201412;0
GLLIN;201501;0
GLLIN;201502;0
GLLIN;201503;0
GLLIN;201504;0
GLLIN;201505;0
GLLIN;201506;0
GLLIN;201507;0
GLLIN;201508;0
GLLIN;201509;0
GLLIN;201510;0
GLLIN;201511;0
GLLIN;201512;0
GLLIN;201601;0
GLLIN;201602;0
GLLIN;201603;-
GLLIN;201604;0
GLLIN;201605;0
GLLIN;201606;0
GLLIN;201607;0
GLLIN;201608;0
GLLIN;201609;0
GLLIN;201610;0
GLLIN;201611;0
GLLIN;201612;0
GLLIN;201701;0
GLLIN;201702;0
GLLIN;201703;0
GLLIN;201704;0
GLLIN;201705;0
GLLIN;201706;0
GLLIN;201707;0
GLLIN;201708;0
GLLIN;201709;0
GLLIN;201710;0
GLLIN;201711;0
GLLIN;201712;0
GLLIN;201801;0
GLLIN;201802;0
GLLIN;201803;0
GLLIN;201804;0
GLLIN;201805;0
GLLIN;201806;0
