 

stn;time;hns000y0
GSB;1934;1716
GSB;1935;2279
GSB;1936;2003
GSB;1937;1908
GSB;1938;1209
GSB;1939;1676
GSB;1940;1479
GSB;1941;1605
GSB;1942;1176
GSB;1943;1381
GSB;1944;1852
GSB;1945;1517
GSB;1946;1222
GSB;1947;1298
GSB;1948;991
GSB;1949;756
GSB;1950;1242
GSB;1951;1452
GSB;1952;1679
GSB;1953;698
GSB;1954;1204
GSB;1955;1418
GSB;1956;1116
GSB;1957;1200
GSB;1958;1572
GSB;1959;1315
GSB;1960;1390
GSB;1961;1095
GSB;1962;1398
GSB;1963;1301
GSB;1964;1214
GSB;1965;2107
GSB;1966;1797
GSB;1967;1329
GSB;1968;1676
GSB;1969;1602
GSB;1970;2046
GSB;1971;1289
GSB;1972;1631
GSB;1973;1253
GSB;1974;2013
GSB;1975;1541
GSB;1976;1494
GSB;1977;2066
GSB;1978;2311
GSB;1979;1835
GSB;1980;1818
GSB;1981;1902
