 

stn;time;rzz150yx
ABO;1984;11.2
ABO;1985;10.9
ABO;1986;14.5
ABO;1987;10.4
ABO;1988;8.6
ABO;1989;10.0
ABO;1990;6.9
ABO;1991;8.1
ABO;1992;10.7
ABO;1993;15.0
ABO;1994;10.6
ABO;1995;9.3
ABO;1996;7.8
ABO;1997;9.0
ABO;1998;6.8
ABO;1999;8.9
ABO;2000;5.1
ABO;2001;11.6
ABO;2002;18.5
ABO;2003;19.3
ABO;2004;16.7
ABO;2005;7.5
ABO;2006;8.6
ABO;2007;13.3
ABO;2008;8.2
ABO;2009;6.4
ABO;2010;13.7
ABO;2011;14.3
ABO;2012;6.3
ABO;2013;5.5
ABO;2014;4.7
ABO;2015;13.4
ABO;2016;12.5
ABO;2017;27.5
ABO;2018;15.9
ABO;2019;8.9
ABO;2020;13.9
