 

stn;time;hns000y0
STG;1938;204
STG;1939;208
STG;1940;234
STG;1941;255
STG;1942;241
STG;1943;117
STG;1944;323
STG;1945;255
STG;1946;106
STG;1947;222
STG;1948;52
STG;1949;143
STG;1950;143
STG;1951;111
STG;1952;259
STG;1953;142
STG;1954;157
STG;1955;180
STG;1956;214
STG;1957;87
STG;1958;253
STG;1959;94
STG;1960;113
STG;1961;76
STG;1962;271
STG;1963;226
STG;1964;238
STG;1965;313
STG;1966;271
STG;1967;181
STG;1968;340
STG;1969;283
STG;1970;333
STG;1971;142
STG;1972;59
STG;1973;252
STG;1974;132
STG;1975;144
STG;1976;213
STG;1977;215
STG;1978;222
STG;1979;218
STG;1980;200
STG;1981;287
STG;1982;187
STG;1983;222
STG;1984;257
STG;1985;267
STG;1986;312
STG;1987;210
STG;1988;295
STG;1989;31
STG;1990;134
STG;1991;155
STG;1992;89
STG;1993;139
STG;1994;125
STG;1995;274
STG;1996;213
STG;1997;60
STG;1998;135
STG;1999;436
STG;2000;83
STG;2001;177
STG;2002;36
STG;2003;187
STG;2004;291
STG;2005;264
STG;2006;173
STG;2007;159
STG;2008;159
STG;2009;241
STG;2010;303
STG;2011;102
STG;2012;291
STG;2013;277
STG;2014;134
STG;2015;130
STG;2016;128
STG;2017;188
STG;2018;60
STG;2019;225
STG;2020;74
