 

stn;time;rre150yx
MAD;1972;78.2
MAD;1973;58.6
MAD;1974;42.7
MAD;1975;127.5
MAD;1976;50.5
MAD;1977;60.0
MAD;1978;56.3
MAD;1979;48.1
MAD;1980;48.2
MAD;1981;49.6
MAD;1982;60.0
MAD;1983;49.2
MAD;1984;70.0
MAD;1985;30.0
MAD;1986;37.0
MAD;1987;64.6
MAD;1988;27.6
MAD;1989;48.3
MAD;1990;46.6
MAD;1991;37.3
MAD;1992;42.9
MAD;1993;48.5
MAD;1994;37.9
MAD;1995;73.8
MAD;1996;36.8
MAD;1997;52.3
MAD;1998;49.9
MAD;1999;38.9
MAD;2000;33.2
MAD;2001;43.6
MAD;2002;47.2
MAD;2003;31.6
MAD;2004;32.0
MAD;2005;53.4
MAD;2006;70.1
MAD;2007;76.5
MAD;2008;54.8
MAD;2009;42.8
MAD;2010;54.7
MAD;2011;60.6
MAD;2012;37.3
MAD;2013;49.5
MAD;2014;59.0
MAD;2015;62.3
MAD;2016;78.7
MAD;2017;45.0
MAD;2018;36.4
MAD;2019;31.1
MAD;2020;37.1
