 

stn;time;rs1000y0
WEN;1923;0
WEN;1924;0
WEN;1925;0
WEN;1926;0
WEN;1927;0
WEN;1928;0
WEN;1929;0
WEN;1930;0
WEN;1931;0
WEN;1932;0
WEN;1933;0
WEN;1934;0
WEN;1935;0
WEN;1936;0
WEN;1937;0
WEN;1938;0
WEN;1939;0
WEN;1940;0
WEN;1941;0
WEN;1942;0
WEN;1943;0
WEN;1944;0
WEN;1945;0
WEN;1946;0
WEN;1947;0
WEN;1948;0
WEN;1949;0
WEN;1950;0
WEN;1951;0
WEN;1952;0
WEN;1953;0
WEN;1954;0
WEN;1955;0
WEN;1956;0
WEN;1957;0
WEN;1958;0
WEN;1959;0
WEN;1960;0
WEN;1961;0
WEN;1962;0
WEN;1963;0
WEN;1964;0
WEN;1965;0
WEN;1966;0
WEN;1967;0
WEN;1968;0
WEN;1969;0
WEN;1970;0
WEN;1971;0
WEN;1972;0
WEN;1973;0
WEN;1974;0
WEN;1975;0
WEN;1976;0
WEN;1977;0
WEN;1978;0
WEN;1979;0
WEN;1980;0
WEN;1981;0
WEN;1982;0
WEN;1983;0
WEN;1984;0
WEN;1985;0
WEN;1986;0
WEN;1987;0
WEN;1988;0
WEN;1989;0
WEN;1990;0
WEN;1991;0
WEN;1992;0
WEN;1993;0
